# Id_interactions,B0,B1,label
11414,78,0,1
11415,42,0,1
11417,7,0,1
11418,44,0,1
11419,22,0,1
11420,168,0,1
11421,227,0,1
11422,22,0,1
11424,29,0,1
11425,37,0,1
11426,36,0,1
11427,2,0,1
11428,202,13,1
11429,2,0,1
11430,486,0,1
11431,453,0,1
11432,28,0,1
11437,60,0,1
11438,78,0,1
11439,60,0,1
11442,22,0,1
11443,377,0,1
11444,93,0,1
11445,78,0,1
11449,29,0,1
11451,8,0,1
11454,78,0,1
11455,125,0,1
11456,61,0,1
11457,14,0,1
11459,19,0,1
11460,113,0,1
11461,48,0,1
11462,354,0,1
11463,39,0,1
11464,19,0,1
11465,90,0,1
11466,354,0,1
11467,249,13,1
11468,501,0,1
11469,464,0,1
11470,19,0,1
11472,19,0,1
11473,181,0,1
11475,8,0,1
11476,91,0,1
11477,45,0,1
11479,2,0,1
11480,45,0,1
11481,102,0,1
11482,74,0,1
11484,64,0,1
11485,60,0,1
11486,16,0,1
11487,19,0,1
11488,263,0,1
11489,174,0,1
11490,102,0,1
11491,99,0,1
11492,104,0,1
11493,19,0,1
11494,102,0,1
11495,354,0,1
11498,39,0,1
11499,19,0,1
11500,8,0,1
11501,9,0,1
11502,180,0,1
11503,36,0,1
11504,377,0,1
11505,606,0,1
11506,60,0,1
11507,53,0,1
11509,12,0,1
11510,168,0,1
11511,22,0,1
11515,38,0,1
11516,60,0,1
11517,22,0,1
11518,102,0,1
11519,23,0,1
11520,14,0,1
11522,233,0,1
11524,88,0,1
11525,25,0,1
11526,14,0,1
11527,226,0,1
11529,200,13,1
11531,22,0,1
11533,78,0,1
11535,19,0,1
11536,19,0,1
11537,180,0,1
11540,79,0,1
11542,50,0,1
11543,49,0,1
11544,78,0,1
11546,104,0,1
11548,2,0,1
11549,22,0,1
11551,8,0,1
11552,85,0,1
11553,102,0,1
11555,354,0,1
11556,19,0,1
11557,78,0,1
11558,520,0,1
11559,14,0,1
11561,2,0,1
11562,180,0,1
11564,32,0,1
11565,2,0,1
11573,90,0,1
11574,2,0,1
11577,102,0,1
11579,465,0,1
11584,78,0,1
11585,104,0,1
11587,484,0,1
11589,60,0,1
11591,18,0,1
11592,70,0,1
11593,86,0,1
11595,601,0,1
11598,78,0,1
11603,37,0,1
11611,360,13,1
11612,14,0,1
11614,283,0,1
11615,484,0,1
11616,104,0,1
11618,500,0,1
11619,60,0,1
11621,22,0,1
11622,86,0,1
11631,484,0,1
11635,8,0,1
11636,7,0,1
11637,38,0,1
11638,588,0,1
11639,207,0,1
11640,174,0,1
11656,464,13,1
11657,60,0,1
11658,174,0,1
11659,44,0,1
11660,30,0,1
11662,104,0,1
11663,377,0,1
11667,377,0,1
11668,22,0,1
11669,4,0,1
11670,525,13,1
11672,537,13,1
11674,285,0,1
11675,168,0,1
11676,104,0,1
11677,219,0,1
11678,168,0,1
11679,484,0,1
11680,484,0,1
11681,68,0,1
11682,29,0,1
11684,464,13,1
11685,285,0,1
11687,78,0,1
11688,530,13,1
11690,539,13,1
11691,36,0,1
11693,436,13,1
11694,104,0,1
11695,217,0,1
11696,537,13,1
11697,94,0,1
11699,525,13,1
11700,321,13,1
11701,78,0,1
11702,352,0,1
11703,291,0,1
11705,32,0,1
11708,77,0,1
11709,102,0,1
11710,377,0,1
11715,174,0,1
11716,160,0,1
11717,174,0,1
11719,500,0,1
11720,60,0,1
11723,459,13,1
11732,20,0,1
11733,362,13,1
11735,606,0,1
11736,174,0,1
11737,78,0,1
11738,377,0,1
11739,400,13,1
11740,104,0,1
11749,90,0,1
11750,537,13,1
11752,168,0,1
11753,90,0,1
11755,99,0,1
11756,484,0,1
11757,168,0,1
11758,78,0,1
11766,377,0,1
11768,484,0,1
11769,30,0,1
11770,45,0,1
11771,276,0,1
11773,360,13,1
11774,167,0,1
11775,60,0,1
11777,78,0,1
11779,60,0,1
11780,78,0,1
11783,8,0,1
11784,28,0,1
11786,91,0,1
11787,78,0,1
11789,465,0,1
11790,174,0,1
11791,484,0,1
11792,23,0,1
11793,484,0,1
11794,484,0,1
11796,400,13,1
11797,292,0,1
11798,484,0,1
11802,59,0,1
11804,23,0,1
11805,78,0,1
11806,354,0,1
11808,345,13,1
11810,209,0,1
11811,168,0,1
11813,78,0,1
11814,520,0,1
11815,400,13,1
11824,83,0,1
11825,37,0,1
11826,501,0,1
11829,324,13,1
11832,174,0,1
11833,240,0,1
11834,70,0,1
11835,93,0,1
11836,291,0,1
11837,537,13,1
11838,307,0,1
11840,247,0,1
11841,537,13,1
11842,168,0,1
11843,377,0,1
11846,354,0,1
11847,43,0,1
11848,243,0,1
11849,38,0,1
11851,168,0,1
11854,464,13,1
11855,280,0,1
11856,9,0,1
11857,78,0,1
11858,168,0,1
11859,22,0,1
11860,48,0,1
11861,72,0,1
11862,8,0,1
11863,174,0,1
11866,97,0,1
11868,370,1,1
11870,124,0,1
11887,484,0,1
11888,69,0,1
11889,78,0,1
11890,371,0,1
11891,8,0,1
11892,354,0,1
11893,231,0,1
11894,8,0,1
11896,78,0,1
11897,292,0,1
11898,236,0,1
11899,231,0,1
11900,38,0,1
11902,9,0,1
11904,8,0,1
11905,14,0,1
11906,354,0,1
11907,78,0,1
11908,465,0,1
11910,501,0,1
11911,6,0,1
11912,168,0,1
11913,30,0,1
11914,210,13,1
11915,60,0,1
11916,91,0,1
11919,283,13,1
11920,22,0,1
11921,484,0,1
11924,12,0,1
11925,354,0,1
11926,153,0,1
11927,284,13,1
9379,109,0,1
9678,10,0,1
9810,39,0,1
10068,211,0,1
10417,126,0,1
10472,929,0,1
10518,548,0,1
10648,326,0,1
10732,2,0,1
10890,124,0,1
10962,15,0,1
11089,33,0,1
11138,1014,0,1
11446,240,0,1
11588,349,0,1
11909,350,0,1
9384,166,0,1
9395,3,0,1
9445,5,0,1
9448,5,0,1
9489,11,0,1
9594,9,0,1
9627,139,0,1
9637,139,0,1
9640,22,0,1
9658,190,0,1
9672,3,0,1
9691,9,0,1
9710,181,0,1
9722,122,0,1
9730,0,0,1
9742,139,0,1
9743,41,0,1
9814,62,0,1
9818,190,0,1
9819,3,0,1
9828,63,0,1
9835,9,0,1
9852,11,0,1
9857,10,0,1
9868,94,0,1
9869,217,1,1
9870,15,0,1
9874,72,0,1
9875,217,1,1
9881,11,0,1
9896,200,1,1
9901,217,1,1
9911,9,0,1
9916,11,0,1
9929,10,0,1
9975,10,0,1
9982,9,0,1
9995,72,0,1
10030,72,0,1
10032,93,0,1
10061,217,1,1
10062,199,0,1
10069,1,0,1
10071,11,0,1
10073,11,0,1
10188,72,0,1
10197,139,0,1
10223,153,0,1
10253,72,0,1
10288,4,0,1
10298,5,0,1
10312,61,0,1
10313,190,0,1
10331,3,0,1
10366,11,0,1
10372,59,0,1
10403,3,0,1
10409,217,1,1
10410,9,0,1
10411,190,0,1
10412,190,0,1
10422,181,0,1
10428,72,0,1
10433,9,0,1
10461,181,0,1
10468,5,0,1
10470,139,0,1
10473,217,1,1
10479,11,0,1
10484,10,0,1
10497,179,0,1
10498,190,0,1
10505,139,0,1
10520,217,1,1
10543,93,0,1
10546,94,0,1
10565,13,0,1
10574,94,0,1
10583,72,0,1
10610,11,0,1
10616,9,0,1
10622,217,0,1
10631,127,0,1
10638,15,0,1
10666,10,0,1
10668,217,0,1
10669,61,0,1
10687,11,0,1
10700,72,0,1
10706,163,0,1
10715,10,0,1
10737,10,0,1
10740,139,0,1
10744,10,0,1
10755,72,0,1
10790,15,0,1
10791,1,0,1
10793,10,0,1
10822,15,0,1
10825,21,0,1
10838,10,0,1
10871,11,0,1
10884,3,0,1
10900,43,0,1
10902,1,0,1
10919,190,0,1
10943,47,0,1
10957,3,0,1
10961,190,0,1
11236,139,0,1
11255,72,0,1
11283,190,0,1
11286,217,1,1
11291,10,0,1
11294,190,0,1
11338,72,0,1
11348,190,0,1
11393,5,0,1
11406,9,0,1
11413,217,1,1
11416,15,0,1
11434,217,0,1
11440,10,0,1
11441,9,0,1
11448,3,0,1
11452,217,1,1
11471,59,0,1
11474,10,0,1
11478,139,0,1
11496,245,0,1
11532,139,0,1
11534,5,0,1
11576,127,0,1
11578,9,0,1
11581,10,0,1
11590,13,0,1
11597,190,0,1
11613,11,0,1
11617,1,0,1
11620,191,0,1
11623,11,0,1
11634,74,0,1
11661,39,0,1
11665,190,0,1
11686,191,0,1
11692,10,0,1
11706,217,1,1
11711,10,0,1
11721,11,0,1
11754,10,0,1
11776,72,0,1
11781,72,0,1
11799,190,0,1
11809,245,0,1
11816,190,0,1
11831,217,0,1
11839,71,0,1
11867,10,0,1
11871,181,0,1
11903,179,0,1
11923,15,0,1
9397,39,0,1
9405,2,0,1
9407,290,0,1
9412,2,0,1
9415,21,0,1
9447,9,0,1
9456,2,0,1
9457,8,0,1
9470,12,0,1
9472,13,0,1
9474,10,0,1
9485,4,0,1
9533,13,0,1
9535,11,0,1
9582,56,0,1
9607,154,0,1
9620,84,0,1
9621,21,0,1
9622,8,0,1
9624,17,0,1
9633,8,0,1
9635,63,0,1
9642,74,0,1
9656,10,0,1
9659,3,0,1
9663,5,0,1
9664,294,0,1
9665,13,0,1
9667,3,0,1
9680,15,0,1
9686,202,0,1
9687,61,0,1
9694,56,0,1
9709,8,0,1
9719,30,0,1
9724,75,0,1
9738,7,0,1
9745,28,0,1
9790,186,0,1
9795,31,0,1
9821,28,0,1
9824,61,0,1
9855,34,0,1
9888,154,0,1
9891,4,0,1
9903,3,0,1
9930,30,0,1
9943,225,0,1
9946,63,0,1
9961,8,0,1
9963,88,0,1
9967,23,0,1
9976,21,0,1
9978,10,0,1
9983,20,0,1
9996,81,0,1
10003,294,0,1
10005,39,0,1
10057,10,0,1
10075,12,0,1
10077,185,0,1
10100,19,0,1
10101,9,0,1
10138,3,0,1
10140,8,0,1
10143,39,0,1
10145,31,0,1
10146,5,0,1
10147,3,0,1
10156,30,0,1
10158,18,0,1
10171,3,0,1
10180,31,0,1
10181,1,0,1
10193,94,0,1
10194,11,0,1
10207,153,0,1
10209,8,0,1
10224,56,0,1
10230,19,0,1
10236,2,0,1
10241,13,0,1
10243,72,0,1
10265,353,0,1
10299,39,0,1
10302,9,0,1
10325,3,0,1
10327,8,0,1
10328,211,0,1
10332,15,0,1
10336,211,0,1
10348,39,0,1
10362,73,0,1
10398,5,0,1
10400,10,0,1
10402,118,0,1
10405,81,0,1
10495,185,0,1
10507,211,0,1
10514,12,0,1
10516,62,0,1
10517,5,0,1
10519,2,0,1
10528,2,0,1
10538,12,0,1
10539,10,0,1
10547,4,0,1
10549,9,0,1
10557,10,0,1
10562,8,0,1
10573,13,0,1
10604,185,0,1
10605,10,0,1
10615,211,0,1
10617,13,0,1
10637,9,0,1
10686,3,0,1
10693,205,0,1
10697,20,0,1
10705,4,0,1
10707,3,0,1
10719,3,0,1
10757,6,0,1
10792,41,0,1
10797,9,0,1
10818,30,0,1
10839,6,0,1
10847,8,0,1
10887,39,0,1
10904,211,0,1
10912,2,0,1
10915,186,0,1
10921,18,0,1
10922,8,0,1
10926,9,0,1
10946,278,0,1
10952,2,0,1
11099,8,0,1
11131,24,0,1
11132,2,0,1
11185,239,0,1
11200,23,0,1
11207,3,0,1
11213,12,0,1
11230,15,0,1
11247,7,0,1
11268,16,0,1
11276,3,0,1
11296,91,0,1
11358,12,0,1
11378,3,0,1
11398,203,0,1
11401,2,0,1
11405,172,0,1
11410,12,0,1
11435,9,0,1
11447,10,0,1
11453,91,0,1
11458,18,0,1
11483,12,0,1
11513,122,0,1
11514,185,0,1
11521,3,0,1
11523,205,0,1
11528,56,0,1
11538,12,0,1
11550,81,0,1
11554,10,0,1
11575,33,0,1
11583,180,0,1
11586,3,0,1
11596,186,0,1
11599,13,0,1
11632,2,0,1
11633,11,0,1
11664,17,0,1
11666,309,0,1
11673,13,0,1
11683,2,0,1
11689,8,0,1
11698,21,0,1
11704,10,0,1
11718,17,0,1
11731,320,0,1
11734,67,0,1
11741,13,0,1
11751,21,0,1
11767,21,0,1
11778,8,0,1
11782,8,0,1
11785,85,0,1
11795,4,0,1
11803,21,0,1
11807,61,0,1
11827,13,0,1
11830,8,0,1
11844,3,0,1
11845,94,0,1
11850,26,0,1
11853,212,0,1
11865,276,0,1
11872,61,0,1
11895,222,0,1
11901,3,0,1
11918,13,0,1
11928,11,0,1
9442,297,0,1
9586,129,0,1
9679,130,0,1
9739,294,0,1
9879,8,0,1
9962,294,0,1
9968,290,0,1
10424,130,0,1
10620,369,0,1
10789,130,0,1
11095,166,0,1
11235,130,0,1
11788,303,0,1
9486,9,0,1
9581,9,0,1
9771,9,0,1
9927,8,0,1
10028,9,0,1
10107,9,0,1
10544,9,0,1
10601,9,0,1
10627,9,0,1
10644,9,0,1
10650,8,0,1
10751,9,0,1
10810,9,0,1
10814,9,0,1
10958,9,0,1
10963,9,0,1
10982,9,0,1
10983,9,0,1
10984,9,0,1
10985,9,0,1
10986,8,0,1
11005,8,0,1
11006,8,0,1
11025,8,0,1
11026,8,0,1
11045,8,0,1
11046,8,0,1
11047,9,0,1
11049,9,0,1
11252,9,0,1
11289,9,0,1
11326,9,0,1
11512,9,0,1
11530,9,0,1
11580,86,0,1
11594,17,0,1
11852,86,0,1
9806,61,0,1
10196,8,0,1
11208,13,0,1
10033,113,1,1
10803,403,0,1
10906,133,0,1
11323,133,0,1
11508,2,0,1
11539,335,0,1
11204,0,0,1
11497,151,0,1
11545,282,0,1
11560,139,0,1
11582,11,0,1
34943,68,0,0
34944,8,0,0
34945,6,0,0
34946,124,0,0
34947,12,0,0
34948,60,0,0
34949,304,0,0
34950,25,0,0
34951,26,0,0
34952,15,0,0
34953,21,0,0
34954,156,0,0
34955,461,0,0
34956,83,1,0
34957,15,0,0
34958,109,0,0
34959,204,0,0
34960,132,0,0
34961,20,0,0
34962,816,0,0
34963,164,0,0
34964,26,0,0
34965,3,0,0
34966,126,0,0
34967,2,0,0
34968,39,0,0
34969,935,5,0
34970,1103,0,0
34971,95,0,0
34972,14,0,0
34973,34,0,0
34974,994,5,0
34975,246,0,0
34976,291,0,0
34977,12,0,0
34978,124,0,0
34979,101,0,0
34980,609,0,0
34981,4,0,0
34982,317,0,0
34983,3,0,0
34984,63,0,0
34985,68,0,0
34986,10,0,0
34987,109,0,0
34988,0,0,0
34989,562,0,0
34990,2,0,0
34991,299,0,0
34992,479,0,0
34993,25,0,0
34994,232,0,0
34995,10,0,0
34996,263,0,0
34997,364,0,0
34998,101,0,0
34999,84,0,0
35000,223,0,0
35001,8,0,0
35002,6,0,0
35003,63,0,0
35004,720,0,0
35005,60,0,0
35006,89,0,0
35007,295,0,0
35008,19,0,0
35009,93,0,0
35010,497,0,0
35011,1504,0,0
35012,8,0,0
35013,58,0,0
35014,666,1,0
35015,12,0,0
35016,89,0,0
35017,119,0,0
35018,706,0,0
35019,422,0,0
35020,60,0,0
35021,194,0,0
35022,48,0,0
35023,52,0,0
35024,1198,0,0
35025,861,4,0
35026,67,0,0
35027,505,0,0
35028,213,0,0
35029,1497,0,0
35030,221,0,0
35031,140,0,0
35032,912,0,0
35033,41,0,0
35034,351,0,0
35035,1129,0,0
35036,34,0,0
35037,38,0,0
35038,74,0,0
35039,132,0,0
35040,178,0,0
35041,458,0,0
35042,157,0,0
35043,232,0,0
35044,49,0,0
35045,264,0,0
35046,68,0,0
35047,129,0,0
35048,90,0,0
35049,103,0,0
35050,410,0,0
35051,2,0,0
35052,929,0,0
35053,8,0,0
35054,172,1,0
35055,1497,0,0
35056,90,0,0
35057,90,0,0
35058,139,0,0
35059,502,0,0
35060,258,0,0
35061,514,0,0
35062,27,0,0
35063,59,0,0
35064,3,0,0
35065,12,0,0
35066,293,0,0
35067,173,0,0
35068,134,0,0
35069,803,0,0
35070,135,0,0
35071,215,0,0
35072,90,0,0
35073,60,0,0
35074,191,0,0
35075,428,0,0
35076,146,0,0
35077,904,4,0
35078,448,0,0
35079,3,0,0
35080,26,0,0
35081,8,0,0
35082,20,0,0
35083,364,0,0
35084,154,0,0
35085,117,0,0
35086,237,0,0
35087,42,0,0
35088,16,0,0
35089,0,0,0
35090,205,0,0
35091,21,0,0
35092,924,5,0
35093,203,0,0
35094,9,0,0
35095,69,0,0
35096,9,0,0
35097,180,0,0
35098,60,0,0
35099,323,0,0
35100,925,1,0
35101,45,0,0
35102,26,0,0
35103,439,0,0
35104,788,0,0
35105,19,0,0
35106,545,0,0
35107,972,4,0
35108,193,0,0
35109,127,0,0
35110,92,0,0
35111,70,0,0
35112,1946,0,0
35113,479,0,0
35114,7,0,0
35115,173,0,0
35116,144,0,0
35117,703,0,0
35118,12,0,0
35119,788,0,0
35120,106,0,0
35121,130,0,0
35122,110,0,0
35123,130,0,0
35124,1206,0,0
35125,112,0,0
35126,405,0,0
35127,332,0,0
35128,63,0,0
35129,435,13,0
35130,105,0,0
35131,94,0,0
35132,465,0,0
35133,1058,4,0
35134,3,0,0
35135,169,0,0
35136,1169,1,0
35137,190,0,0
35138,49,0,0
35139,16,0,0
35140,493,0,0
35141,988,5,0
35142,281,0,0
35143,15,0,0
35144,351,0,0
35145,833,0,0
35146,69,0,0
35147,903,7,0
35148,10,0,0
35149,291,0,0
35150,134,0,0
35151,237,0,0
35152,10,0,0
35153,90,0,0
35154,0,0,0
35155,19,0,0
35156,360,0,0
35157,16,0,0
35158,96,0,0
35159,41,0,0
35160,23,0,0
35161,172,0,0
35162,91,0,0
35163,1764,1,0
35164,228,0,0
35165,0,0,0
35166,194,0,0
35167,19,0,0
35168,8,0,0
35169,501,13,0
35170,68,0,0
35171,693,0,0
35172,551,0,0
35173,173,0,0
35174,380,0,0
35175,213,0,0
35176,323,0,0
35177,109,0,0
35178,465,0,0
35179,205,0,0
35180,118,0,0
35181,364,0,0
35182,4,0,0
35183,52,0,0
35184,60,0,0
35185,19,0,0
35186,81,0,0
35187,686,0,0
35188,46,0,0
35189,2,0,0
35190,8,0,0
35191,219,0,0
35192,472,0,0
35193,316,0,0
35194,136,0,0
35195,19,0,0
35196,1063,0,0
35197,14,0,0
35198,260,1,0
35199,20,0,0
35200,295,0,0
35201,18,0,0
35202,134,0,0
35203,1504,0,0
35204,472,0,0
35205,24,0,0
35206,23,0,0
35207,232,0,0
35208,232,0,0
35209,112,0,0
35210,343,0,0
35211,7,0,0
35212,26,0,0
35213,64,0,0
35214,19,0,0
35215,175,0,0
35216,26,0,0
35217,37,0,0
35218,90,0,0
35219,60,0,0
35220,133,0,0
35221,2,0,0
35222,14,0,0
35223,12,0,0
35224,0,0,0
35225,900,4,0
35226,2,0,0
35227,59,0,0
35228,772,5,0
35229,144,0,0
35230,12,0,0
35231,78,0,0
35232,106,0,0
35233,4,0,0
35234,20,0,0
35235,101,0,0
35236,173,0,0
35237,60,0,0
35238,18,0,0
35239,69,0,0
35240,200,0,0
35241,8,0,0
35242,481,0,0
35243,136,0,0
35244,118,0,0
35245,90,0,0
35246,3,0,0
35247,66,0,0
35248,71,0,0
35249,137,0,0
35250,409,0,0
35251,717,0,0
35252,14,0,0
35253,105,0,0
35254,20,0,0
35255,34,0,0
35256,646,0,0
35257,96,0,0
35258,717,0,0
35259,267,0,0
35260,371,0,0
35261,49,0,0
35262,38,0,0
35263,69,0,0
35264,267,0,0
35265,3,0,0
35266,1,0,0
35267,49,0,0
35268,131,0,0
35269,212,0,0
35270,136,0,0
35271,87,0,0
35272,440,0,0
35273,291,0,0
35274,275,0,0
35275,98,0,0
35276,15,0,0
35277,328,0,0
35278,190,0,0
35279,290,0,0
35280,995,5,0
35281,26,0,0
35282,249,0,0
35283,87,0,0
35284,12,0,0
35285,60,0,0
35286,336,0,0
35287,878,0,0
35288,85,0,0
35289,156,0,0
35290,57,0,0
35291,166,0,0
35292,64,0,0
35293,461,0,0
35294,1,0,0
35295,62,0,0
35296,110,0,0
35297,54,0,0
35298,411,0,0
35299,829,0,0
35300,50,0,0
35301,0,0,0
35302,293,0,0
35303,118,0,0
35304,77,0,0
35305,8,0,0
35306,14,0,0
35307,138,0,0
35308,112,0,0
35309,431,0,0
35310,14,0,0
35311,2,0,0
35312,271,0,0
35313,18,0,0
35314,256,4,0
35315,90,0,0
35316,34,0,0
35317,64,0,0
35318,503,0,0
35319,39,0,0
35320,330,0,0
35321,175,0,0
35322,210,0,0
35323,89,0,0
35324,60,0,0
35325,26,0,0
35326,23,0,0
35327,18,0,0
35328,78,0,0
35329,19,0,0
35330,1142,0,0
35331,85,0,0
35332,14,0,0
35333,19,0,0
35334,173,0,0
35335,355,0,0
35336,277,1,0
35337,380,0,0
35338,277,1,0
35339,14,0,0
35340,317,0,0
35341,0,0,0
35342,51,0,0
35343,208,0,0
35344,26,0,0
35345,1133,0,0
35346,33,0,0
35347,72,0,0
35348,409,0,0
35349,173,0,0
35350,820,5,0
35351,986,5,0
35352,49,0,0
35353,83,0,0
35354,148,0,0
35355,2,0,0
35356,0,0,0
35357,156,0,0
35358,459,0,0
35359,1262,5,0
35360,189,0,0
35361,53,0,0
35362,574,0,0
35363,440,0,0
35364,96,0,0
35365,1499,0,0
35366,8,0,0
35367,79,0,0
35368,15,0,0
35369,60,0,0
35370,191,0,0
35371,32,0,0
35372,87,0,0
35373,911,1,0
35374,19,0,0
35375,272,0,0
35376,63,0,0
35377,267,0,0
35378,319,0,0
35379,451,0,0
35380,112,0,0
35381,732,0,0
35382,15,0,0
35383,424,0,0
35384,1196,1,0
35385,90,0,0
35386,274,0,0
35387,372,0,0
35388,173,0,0
35389,984,0,0
35390,265,0,0
35391,105,0,0
35392,103,0,0
35393,236,0,0
35394,111,0,0
35395,263,0,0
35396,19,0,0
35397,258,0,0
35398,836,1,0
35399,134,0,0
35400,389,0,0
35401,14,0,0
35402,69,0,0
35403,175,0,0
35404,14,0,0
35405,19,0,0
35406,221,0,0
35407,175,0,0
35408,2,0,0
35409,236,0,0
35410,90,0,0
35411,19,0,0
35412,11,0,0
35413,86,0,0
35414,93,0,0
35415,8,0,0
35416,15,0,0
35417,926,0,0
35418,90,0,0
35419,0,0,0
35420,239,0,0
35421,328,0,0
35422,488,0,0
35423,64,0,0
35424,951,4,0
35425,219,0,0
35426,19,0,0
35427,60,0,0
35428,246,0,0
35429,1253,0,0
35430,984,0,0
35431,128,0,0
35432,8,0,0
35433,192,0,0
35434,15,0,0
35435,720,5,0
35436,117,0,0
35437,283,0,0
35438,904,4,0
35439,36,0,0
35440,111,0,0
35441,9,0,0
35442,886,1,0
35443,75,0,0
35444,90,0,0
35445,295,0,0
35446,30,0,0
35447,142,0,0
35448,173,0,0
35449,90,0,0
35450,10,0,0
35451,217,0,0
35452,833,4,0
35453,52,0,0
35454,911,0,0
35455,389,0,0
35456,338,0,0
35457,257,0,0
35458,871,8,0
35459,477,0,0
35460,13,0,0
35461,783,0,0
35462,85,0,0
35463,232,0,0
35464,114,0,0
35465,87,0,0
35466,173,0,0
35467,918,5,0
35468,161,0,0
35469,364,0,0
35470,52,0,0
35471,69,0,0
35472,173,0,0
35473,788,0,0
35474,836,1,0
35475,2567,4,0
35476,19,0,0
35477,13,0,0
35478,97,0,0
35479,453,0,0
35480,332,0,0
35481,295,0,0
35482,25,0,0
35483,323,0,0
35484,861,4,0
35485,60,0,0
35486,114,0,0
35487,1068,4,0
35488,51,0,0
35489,1740,1,0
35490,151,0,0
35491,23,0,0
35492,0,0,0
35493,63,0,0
35494,117,0,0
35495,156,0,0
35496,479,0,0
35497,157,0,0
35498,109,0,0
35499,433,0,0
35500,236,0,0
35501,19,0,0
35502,946,5,0
35503,263,0,0
35504,226,0,0
35505,248,0,0
35506,375,0,0
35507,3,0,0
35508,223,0,0
35509,222,0,0
35510,52,0,0
35511,20,0,0
35512,431,0,0
35513,10,0,0
35514,469,0,0
35515,70,0,0
35516,90,0,0
35517,830,0,0
35518,165,0,0
35519,126,0,0
35520,410,0,0
35521,39,0,0
35522,86,0,0
35523,12,0,0
35524,64,0,0
35525,82,0,0
35526,827,1,0
35527,752,0,0
35528,1003,1,0
35529,52,0,0
35530,150,0,0
35531,133,0,0
35532,1806,4,0
35533,141,0,0
35534,189,0,0
35535,190,0,0
35536,46,0,0
35537,156,0,0
35538,783,0,0
35539,13,0,0
35540,972,4,0
35541,60,0,0
35542,606,0,0
35543,64,0,0
35544,173,0,0
35545,7,0,0
35546,236,0,0
35547,227,0,0
35548,295,0,0
35549,23,0,0
35550,214,0,0
35551,2,0,0
35552,786,4,0
35553,0,0,0
35554,90,0,0
35555,319,0,0
35556,46,0,0
35557,496,0,0
35558,90,0,0
35559,139,0,0
35560,68,0,0
35561,566,0,0
35562,69,0,0
35563,555,2,0
35564,248,0,0
35565,94,0,0
35566,199,0,0
35567,336,0,0
35568,320,0,0
35569,869,4,0
35570,211,0,0
35571,73,0,0
35572,14,0,0
35573,69,0,0
35574,740,5,0
35575,1046,4,0
35576,271,0,0
35577,20,0,0
35578,967,4,0
35579,776,0,0
35580,238,0,0
35581,90,0,0
35582,2,0,0
35583,68,0,0
35584,237,0,0
35585,565,0,0
35586,4,0,0
35587,126,0,0
35588,175,0,0
35589,213,0,0
35590,62,0,0
35591,75,0,0
35592,17,0,0
35593,153,0,0
35594,41,0,0
35595,60,0,0
35596,34,0,0
35597,809,4,0
35598,213,0,0
35599,138,0,0
35600,994,5,0
35601,75,0,0
35602,410,0,0
35603,389,0,0
35604,1534,4,0
35605,112,0,0
35606,24,0,0
35607,889,3,0
35608,86,0,0
35609,236,0,0
35610,878,0,0
35611,49,0,0
35612,144,0,0
35613,14,0,0
35614,71,0,0
35615,8,0,0
35616,789,5,0
35617,81,0,0
35618,133,0,0
35619,952,4,0
35620,19,0,0
35621,2,0,0
35622,0,0,0
35623,55,0,0
35624,986,5,0
35625,221,0,0
35626,460,0,0
35627,972,4,0
35628,790,4,0
35629,19,0,0
35630,21,0,0
35631,0,0,0
35632,175,0,0
35633,2,0,0
35634,450,0,0
35635,135,0,0
35636,148,0,0
35637,95,0,0
35638,17,0,0
35639,16,0,0
35640,104,0,0
35641,79,0,0
35642,19,0,0
35643,473,0,0
35644,95,0,0
35645,14,0,0
35646,49,0,0
35647,90,0,0
35648,7,0,0
35649,2,0,0
35650,2176,5,0
35651,938,1,0
35652,606,0,0
35653,161,0,0
35654,93,0,0
35655,450,0,0
35656,786,0,0
35657,14,0,0
35658,5,0,0
35659,364,0,0
35660,47,0,0
35661,145,0,0
35662,20,0,0
35663,150,0,0
35664,173,0,0
35665,1333,2,0
35666,83,0,0
35667,213,0,0
35668,221,0,0
35669,990,4,0
35670,14,0,0
35671,86,0,0
35672,510,1,0
35673,346,0,0
35674,83,0,0
35675,479,0,0
35676,19,0,0
35677,262,0,0
35678,364,0,0
35679,20,0,0
35680,237,0,0
35681,161,0,0
35682,112,0,0
35683,485,0,0
35684,14,0,0
35685,2,0,0
35686,457,0,0
35687,215,0,0
35688,798,5,0
35689,246,0,0
35690,121,0,0
35691,1355,0,0
35692,69,0,0
35693,209,0,0
35694,166,0,0
35695,109,0,0
35696,31,0,0
35697,37,0,0
35698,153,0,0
35699,490,0,0
35700,14,0,0
35701,60,0,0
35702,9,0,0
35703,213,0,0
35704,175,0,0
35705,34,0,0
35706,3,0,0
35707,0,0,0
35708,1059,4,0
35709,123,0,0
35710,198,0,0
35711,100,0,0
35712,641,0,0
35713,777,1,0
35714,0,0,0
35715,7,0,0
35716,9,0,0
35717,106,0,0
35718,90,0,0
35719,14,0,0
35720,101,0,0
35721,26,0,0
35722,14,0,0
35723,84,0,0
35724,130,0,0
35725,6,0,0
35726,231,0,0
35727,298,1,0
35728,34,0,0
35729,120,0,0
35730,168,0,0
35731,122,0,0
35732,689,0,0
35733,75,0,0
35734,68,0,0
35735,875,0,0
35736,83,0,0
35737,133,0,0
35738,123,0,0
35739,2,0,0
35740,479,0,0
