# Id_interactions,B0,B1,label
14589,212,0,1
14590,155,0,1
14593,79,0,1
14594,85,0,1
14636,279,0,1
14637,204,0,1
14638,26,0,1
14639,85,0,1
14703,206,0,1
15463,303,0,1
16882,388,0,1
12136,17,0,1
12157,86,0,1
12158,86,0,1
12159,86,0,1
12212,86,0,1
12213,86,0,1
12214,17,0,1
12215,86,0,1
12216,86,0,1
12217,17,0,1
12218,17,0,1
12219,86,0,1
12220,86,0,1
12221,86,0,1
12222,86,0,1
12125,911,1,1
15939,340,0,1
12601,321,0,1
28641,652,0,1
26333,829,0,1
28642,1108,2,1
26434,499,0,1
26487,501,0,1
23221,210,0,1
12663,18,0,1
12704,18,0,1
12705,183,0,1
12875,18,0,1
12898,183,0,1
12919,183,0,1
12991,18,0,1
12992,179,0,1
13053,18,0,1
13054,18,0,1
12949,465,0,1
12950,129,0,1
13119,326,0,1
14588,210,0,1
15204,421,0,1
15436,210,0,1
22479,326,0,1
22520,326,0,1
22521,420,0,1
13162,250,0,1
15431,559,1,1
15432,282,0,1
15433,281,0,1
15434,137,0,1
15435,303,0,1
15495,211,0,1
16183,457,0,1
18863,281,0,1
22142,1367,2,1
22683,169,0,1
27416,169,0,1
30100,604,0,1
13165,211,0,1
13391,970,0,1
26901,98,0,1
26902,242,0,1
26903,95,0,1
26904,316,0,1
17593,344,0,1
15291,509,0,1
13811,76,0,1
13852,23,0,1
13997,398,0,1
14461,126,0,1
14272,18,0,1
14369,25,0,1
14517,173,0,1
14518,63,0,1
14558,272,0,1
14635,37,0,1
14640,37,0,1
21139,37,0,1
26694,37,0,1
26695,37,0,1
29978,37,0,1
14591,105,0,1
14592,291,0,1
14641,63,0,1
14642,180,0,1
15916,199,0,1
14726,608,0,1
14727,5,0,1
14790,339,0,1
17554,84,0,1
25407,39,0,1
25408,63,0,1
26880,743,0,1
26062,329,0,1
15041,1218,0,1
21593,481,2,1
15092,9,0,1
15093,210,0,1
15094,195,0,1
29977,122,0,1
15182,297,0,1
22449,22,0,1
15203,1510,1,1
16449,188,0,1
15559,22,0,1
20436,1214,0,1
15706,153,0,1
15749,129,0,1
26154,596,1,1
15895,201,0,1
15917,197,0,1
15918,245,0,1
16133,104,0,1
16404,107,0,1
16608,85,0,1
16871,91,0,1
17147,37,0,1
17248,32,0,1
17255,36,0,1
17245,215,0,1
17234,39,0,1
17258,724,0,1
17346,213,0,1
17367,189,0,1
17599,126,0,1
17651,118,0,1
17652,107,0,1
17653,182,0,1
25865,23,0,1
17674,110,0,1
17695,337,0,1
17696,1345,1,1
18019,1016,2,1
18250,302,0,1
18962,118,0,1
21544,41,0,1
21545,41,0,1
26955,132,0,1
24278,284,0,1
20251,108,0,1
20678,217,0,1
21339,165,0,1
21548,1,0,1
21552,1,0,1
21553,23,0,1
23532,23,0,1
21549,34,0,1
21550,34,0,1
21554,34,0,1
21551,14,0,1
21696,576,0,1
21697,179,0,1
21698,162,0,1
21699,2,0,1
21956,28,0,1
22448,1229,2,1
22522,97,0,1
22586,129,0,1
22682,157,0,1
23222,222,0,1
23531,35,0,1
24749,46,0,1
25405,3,0,1
25406,12,0,1
26308,249,1,1
29573,77,0,1
29851,776,0,1
9372,10,0,1
9373,371,0,1
9374,94,0,1
9375,35,0,1
9376,12,0,1
9377,35,0,1
9380,324,13,1
9381,168,0,1
9382,377,0,1
9383,2,0,1
9385,22,0,1
9387,19,0,1
9388,7,0,1
9389,195,13,1
9390,2,0,1
9391,35,0,1
9392,9,0,1
9393,8,0,1
9394,22,0,1
9396,60,0,1
9398,104,0,1
9399,606,0,1
9400,102,0,1
9401,174,0,1
9402,45,0,1
9403,23,0,1
9404,22,0,1
9406,15,0,1
9408,7,0,1
9409,54,0,1
9410,2,0,1
9411,209,13,1
9413,7,0,1
9414,37,0,1
9416,7,0,1
9424,2,0,1
9425,32,0,1
9426,354,0,1
9427,45,0,1
9428,21,0,1
9429,429,0,1
9430,12,0,1
9438,22,0,1
9439,78,0,1
9440,78,0,1
9441,22,0,1
9443,60,0,1
9444,60,0,1
9446,60,0,1
9452,60,0,1
9453,40,0,1
9454,14,0,1
9455,60,0,1
9458,14,0,1
9467,12,0,1
9468,14,0,1
9469,168,0,1
9471,25,0,1
9473,2,0,1
9475,19,0,1
9476,60,0,1
9484,158,0,1
9487,7,0,1
9488,35,0,1
9490,14,0,1
9491,12,0,1
9492,354,0,1
9493,7,0,1
9494,231,0,1
9495,66,0,1
9496,79,0,1
9497,35,0,1
9498,91,0,1
9499,514,0,1
9500,14,0,1
9501,12,0,1
9502,2,0,1
9536,78,0,1
9537,174,0,1
9539,354,0,1
9540,23,0,1
9577,37,0,1
9578,8,0,1
9579,22,0,1
9580,102,0,1
9583,37,0,1
9584,354,0,1
9585,202,13,1
9587,354,0,1
9588,9,0,1
9589,51,0,1
9590,160,0,1
9591,23,0,1
9592,14,0,1
9593,26,0,1
9601,8,0,1
9602,180,0,1
9603,33,0,1
9604,168,0,1
9606,2,0,1
9608,100,0,1
9609,2,0,1
9610,2,0,1
9611,90,0,1
9612,19,0,1
9613,2,0,1
9614,7,0,1
9615,24,0,1
9616,144,0,1
9618,102,0,1
9619,78,0,1
9623,174,0,1
9625,277,0,1
9626,60,0,1
9628,22,0,1
9629,90,0,1
9630,168,0,1
9631,371,0,1
9632,38,0,1
9634,78,0,1
9638,354,0,1
9639,14,0,1
9641,202,13,1
9643,22,0,1
9644,8,0,1
9645,8,0,1
9653,60,0,1
9654,45,0,1
9655,2,0,1
9657,7,0,1
9660,6,0,1
9661,37,0,1
9662,22,0,1
9666,278,13,1
9668,29,0,1
9669,7,0,1
9670,22,0,1
9671,45,0,1
9673,23,0,1
9674,90,0,1
9675,22,0,1
9676,354,0,1
9677,22,0,1
9681,49,0,1
9682,102,0,1
9683,84,0,1
9685,22,0,1
9688,4,0,1
9689,2,0,1
9690,78,0,1
9692,22,0,1
9693,12,0,1
9696,14,0,1
9697,37,0,1
9698,86,0,1
9706,71,0,1
9707,7,0,1
9708,11,0,1
9711,104,0,1
9720,257,0,1
9721,76,0,1
9725,100,0,1
9726,36,0,1
9727,22,0,1
9728,14,0,1
9729,22,0,1
9740,342,0,1
9741,234,0,1
9744,252,0,1
9746,22,0,1
9747,32,0,1
9768,2,0,1
9769,36,0,1
9770,14,0,1
9772,377,0,1
9773,2,0,1
9774,29,0,1
9775,22,0,1
9776,96,0,1
9785,40,0,1
9786,2,0,1
9787,180,0,1
9788,78,0,1
9789,100,0,1
9791,316,13,1
9792,168,0,1
9793,97,0,1
9794,2,0,1
9796,47,0,1
9797,606,0,1
9798,14,0,1
9799,2,0,1
9800,30,0,1
9801,22,0,1
9802,342,0,1
9803,2,0,1
9804,30,0,1
9807,174,0,1
9808,22,0,1
9809,2,0,1
9811,60,0,1
9812,354,0,1
9815,23,0,1
9816,2,0,1
9817,78,0,1
9820,45,0,1
9822,87,0,1
9823,40,0,1
9825,12,0,1
9826,18,0,1
9827,354,0,1
9829,29,0,1
9830,14,0,1
9831,93,0,1
9832,156,0,1
9833,28,0,1
9834,2,0,1
9837,28,0,1
9838,19,0,1
9839,263,0,1
9840,14,0,1
9841,38,0,1
9842,37,0,1
9843,12,0,1
9844,40,0,1
9845,102,0,1
9846,19,0,1
9847,76,0,1
9848,23,0,1
9849,51,0,1
9850,26,0,1
9851,58,0,1
9853,78,0,1
9854,38,0,1
9856,22,0,1
9865,102,0,1
9866,23,0,1
9867,48,0,1
9871,19,0,1
9872,180,0,1
9873,7,0,1
9876,30,0,1
9877,78,0,1
9878,288,13,1
9880,2,0,1
9882,168,0,1
9883,377,0,1
9884,2,0,1
9885,226,0,1
9886,14,0,1
9887,12,0,1
9889,78,0,1
9890,2,0,1
9892,36,0,1
9893,19,0,1
9894,1,0,1
9895,193,0,1
9897,174,0,1
9898,263,0,1
9899,97,0,1
9902,8,0,1
9904,168,0,1
9905,61,0,1
9906,7,0,1
9907,377,0,1
9908,207,0,1
9909,174,0,1
9910,6,0,1
9912,18,0,1
9913,48,0,1
9914,78,0,1
9915,37,0,1
9917,22,0,1
9925,239,0,1
9926,78,0,1
9928,524,0,1
9931,78,0,1
9932,10,0,1
9933,60,0,1
9934,60,0,1
9935,22,0,1
9937,234,0,1
9938,78,0,1
9939,201,13,1
9941,377,0,1
9942,7,0,1
9944,34,0,1
9945,427,0,1
9947,174,0,1
9948,32,0,1
9949,83,0,1
9950,103,0,1
9951,354,0,1
9952,19,0,1
9953,2,0,1
9954,208,13,1
9955,37,0,1
9956,24,0,1
9957,45,0,1
9958,446,0,1
9959,354,0,1
9960,91,0,1
9964,60,0,1
9965,2,0,1
9969,12,0,1
9970,71,0,1
9971,321,13,1
9972,22,0,1
9973,30,0,1
9974,45,0,1
9977,102,0,1
9979,50,0,1
9980,102,0,1
9981,19,0,1
9984,2,0,1
9985,202,13,1
9986,48,0,1
9994,19,0,1
9997,78,0,1
9998,30,0,1
9999,261,0,1
10000,283,13,1
10001,48,0,1
10002,90,0,1
10004,105,0,1
10006,132,0,1
10007,78,0,1
10008,406,0,1
10009,90,0,1
10010,78,0,1
10011,22,0,1
10012,35,0,1
10013,84,0,1
10014,46,0,1
10018,64,0,1
10019,24,0,1
10020,342,0,1
10021,37,0,1
10022,376,1,1
10023,22,0,1
10024,29,0,1
10026,60,0,1
10029,102,0,1
10031,168,0,1
10034,342,0,1
10035,207,0,1
10036,78,0,1
10037,24,0,1
10038,137,0,1
10039,33,0,1
10040,377,0,1
10041,78,0,1
10042,377,0,1
10043,18,0,1
10044,22,0,1
10045,21,0,1
10052,2,0,1
10053,10,0,1
10054,36,0,1
10055,168,0,1
10056,174,0,1
10058,25,0,1
10059,10,0,1
10063,22,0,1
10064,483,0,1
10065,45,0,1
10066,12,0,1
10067,83,0,1
10070,180,0,1
10072,377,0,1
10074,7,0,1
10076,60,0,1
10098,85,0,1
10099,186,0,1
10102,82,0,1
10103,19,0,1
10104,104,0,1
10105,255,0,1
10106,60,0,1
10108,202,13,1
10109,24,0,1
10110,354,0,1
10111,19,0,1
10112,12,0,1
10113,74,0,1
10121,2,0,1
10122,331,0,1
10123,354,0,1
10124,168,0,1
10132,90,0,1
10133,97,0,1
10134,358,0,1
10135,10,0,1
10136,22,0,1
10137,376,1,1
10139,95,0,1
10141,48,0,1
10142,102,0,1
10144,90,0,1
10148,234,0,1
10149,35,0,1
10150,249,13,1
10151,20,0,1
10152,19,0,1
10153,2,0,1
10154,8,0,1
10155,36,0,1
10157,22,0,1
10159,100,0,1
10160,42,0,1
10168,283,13,1
10169,230,0,1
10170,38,0,1
10172,18,0,1
10173,30,0,1
10174,377,0,1
10175,209,13,1
10176,10,0,1
10177,96,0,1
10178,104,0,1
10179,23,0,1
10182,93,0,1
10183,48,0,1
10184,100,0,1
10185,2,0,1
10186,63,0,1
10187,19,0,1
10189,2,0,1
10190,7,0,1
10191,22,0,1
10192,405,0,1
10195,104,0,1
10198,90,0,1
10199,2,0,1
10200,406,0,1
10201,36,0,1
10202,19,0,1
10203,78,0,1
10204,22,0,1
10205,14,0,1
10206,65,0,1
10208,78,0,1
10210,9,0,1
10211,2,0,1
10212,26,0,1
10216,342,0,1
10217,37,0,1
10218,2,0,1
10219,174,0,1
10220,22,0,1
10221,559,0,1
10222,64,0,1
10225,238,0,1
10226,246,0,1
10227,78,0,1
10228,4,0,1
10229,107,0,1
10231,174,0,1
10232,194,13,1
10233,78,0,1
10234,246,0,1
10235,520,0,1
10237,7,0,1
10238,249,13,1
10239,45,0,1
10240,97,0,1
10242,8,0,1
10244,354,0,1
10245,14,0,1
10246,83,0,1
10247,202,13,1
10248,48,0,1
10249,44,0,1
10250,358,0,1
10251,12,0,1
10252,35,0,1
10254,174,0,1
10264,35,0,1
10266,376,1,1
10267,174,0,1
10275,14,0,1
10276,22,0,1
10277,174,0,1
10278,2,0,1
10300,22,0,1
10301,78,0,1
10310,91,0,1
10311,21,0,1
10314,35,0,1
10315,14,0,1
10316,194,13,1
10317,202,13,1
10318,11,0,1
10324,202,13,1
10326,8,0,1
10329,527,0,1
10330,606,0,1
10333,238,0,1
10334,19,0,1
10335,57,0,1
10337,78,0,1
10338,78,0,1
10339,145,0,1
10340,14,0,1
10341,78,0,1
10342,12,0,1
10343,60,0,1
10344,2,0,1
10345,63,0,1
10346,456,0,1
10347,22,0,1
10356,54,0,1
10357,19,0,1
10359,630,0,1
10360,37,0,1
10361,35,0,1
10363,60,0,1
10364,2,0,1
10365,43,0,1
10367,19,0,1
10368,2,0,1
10369,194,13,1
10371,377,0,1
10373,2,0,1
10374,6,0,1
10375,19,0,1
10376,19,0,1
10377,95,0,1
10378,78,0,1
10379,16,0,1
10387,504,0,1
10388,36,0,1
10389,2,0,1
10390,45,0,1
10391,91,0,1
10392,174,0,1
10393,14,0,1
10394,588,0,1
10395,165,0,1
10396,19,0,1
10397,12,0,1
10399,35,0,1
10401,22,0,1
10404,377,0,1
10406,69,0,1
10407,91,0,1
10408,207,0,1
10413,60,0,1
10414,100,0,1
10416,354,0,1
10418,85,0,1
10419,6,0,1
10420,174,0,1
10421,29,0,1
10423,2,0,1
10425,2,0,1
10426,174,0,1
10427,22,0,1
10430,78,0,1
10431,174,0,1
10434,90,0,1
10435,98,0,1
10436,104,0,1
10437,90,0,1
10438,2,0,1
10439,19,0,1
10440,31,0,1
10441,21,0,1
10442,19,0,1
10443,12,0,1
10444,29,0,1
10445,36,0,1
10447,2,0,1
10448,38,0,1
10449,111,0,1
10450,10,0,1
10451,19,0,1
10460,15,0,1
10462,7,0,1
10463,31,0,1
10464,14,0,1
10465,227,0,1
10466,78,0,1
10469,22,0,1
10471,60,0,1
10474,168,0,1
10475,22,0,1
10476,90,0,1
10477,60,0,1
10478,12,0,1
10480,2,0,1
10481,7,0,1
10482,192,13,1
10483,25,0,1
10492,2,0,1
10493,18,0,1
10494,2,0,1
10496,78,0,1
10499,64,0,1
10500,2,0,1
10501,158,0,1
10502,35,0,1
10503,19,0,1
10504,2,0,1
10506,21,0,1
10508,100,0,1
10509,48,0,1
10510,1,0,1
10511,7,0,1
10512,45,0,1
10513,90,0,1
10515,139,0,1
10521,2,0,1
10522,20,0,1
10523,19,0,1
10524,139,0,1
10525,195,13,1
10526,2,0,1
10527,37,0,1
10529,2,0,1
10530,331,0,1
10531,22,0,1
10532,174,0,1
10533,14,0,1
10535,14,0,1
10536,470,0,1
10537,168,0,1
10540,0,0,1
10541,12,0,1
10542,22,0,1
10545,78,0,1
10548,32,0,1
10550,85,0,1
10551,60,0,1
10552,20,0,1
10553,2,0,1
10554,102,0,1
10555,36,0,1
10556,19,0,1
10558,58,0,1
10559,42,0,1
10560,174,0,1
10563,23,0,1
10564,95,0,1
10566,48,0,1
10567,168,0,1
10568,60,0,1
10569,227,0,1
10570,78,0,1
10571,19,0,1
10572,8,0,1
10575,287,13,1
10576,181,0,1
10577,78,0,1
10578,19,0,1
10579,22,0,1
10580,354,0,1
10581,12,0,1
10582,446,0,1
10584,371,0,1
10585,30,0,1
10586,2,0,1
10587,429,0,1
10595,70,0,1
10596,352,13,1
10597,60,0,1
10598,230,0,1
10599,96,0,1
10600,22,0,1
10602,22,0,1
10603,387,0,1
10606,78,0,1
10607,78,0,1
10608,168,0,1
10609,14,0,1
10611,34,0,1
10612,32,0,1
10613,78,0,1
10614,10,0,1
10618,91,0,1
10619,22,0,1
10621,23,0,1
10623,483,0,1
10624,19,0,1
10625,60,0,1
10626,8,0,1
10628,35,0,1
10629,158,0,1
10630,78,0,1
10632,78,0,1
10633,78,0,1
10634,8,0,1
10635,19,0,1
10636,168,0,1
10639,150,0,1
10640,95,0,1
10641,22,0,1
10642,92,0,1
10643,209,0,1
10645,2,0,1
10646,14,0,1
10647,102,0,1
10649,377,0,1
10651,28,0,1
10652,83,0,1
10653,90,0,1
10654,202,13,1
10662,60,0,1
10663,180,0,1
10664,324,13,1
10665,60,0,1
10667,354,0,1
10670,2,0,1
10671,7,0,1
10672,132,0,1
10673,2,0,1
10674,4,0,1
10675,354,0,1
10676,35,0,1
10677,91,0,1
10678,64,0,1
10679,238,0,1
10680,102,0,1
10681,22,0,1
10682,2,0,1
10683,231,0,1
10684,19,0,1
10685,22,0,1
10689,168,0,1
10690,12,0,1
10691,2,0,1
10692,28,0,1
10694,354,0,1
10695,9,0,1
10696,100,0,1
10698,154,0,1
10699,78,0,1
10701,202,13,1
10702,354,0,1
10703,19,0,1
10704,226,0,1
10708,102,0,1
10709,25,0,1
10710,60,0,1
10712,377,0,1
10713,425,0,1
10714,78,0,1
10716,22,0,1
10717,8,0,1
10718,36,0,1
10721,202,13,1
10722,90,0,1
10723,22,0,1
10724,2,0,1
10725,89,0,1
10726,19,0,1
10727,19,0,1
10728,22,0,1
10729,174,0,1
10730,91,0,1
10731,35,0,1
10733,22,0,1
10734,283,13,1
10735,2,0,1
10736,2,0,1
10738,14,0,1
10739,2,0,1
10741,18,0,1
10742,209,0,1
10743,78,0,1
10745,31,0,1
10746,2,0,1
10747,377,0,1
10748,168,0,1
10749,12,0,1
10750,15,0,1
10752,2,0,1
10753,2,0,1
10754,7,0,1
10756,78,0,1
10758,30,0,1
10759,102,0,1
10760,2,0,1
10761,73,0,1
10762,78,0,1
10763,14,0,1
10764,2,0,1
10765,134,0,1
10766,62,0,1
10767,22,0,1
10768,2,0,1
10769,207,0,1
10770,102,0,1
10771,326,13,1
10772,19,0,1
10773,234,0,1
10774,36,0,1
10775,2,0,1
10776,283,13,1
10777,377,0,1
10778,132,0,1
10779,36,0,1
10780,65,0,1
10781,32,0,1
10782,203,13,1
10783,23,0,1
10784,377,0,1
10785,44,0,1
10786,19,0,1
10787,38,0,1
10788,238,0,1
10794,354,0,1
10795,354,0,1
10796,202,13,1
10798,24,0,1
10799,23,0,1
10800,19,0,1
10801,104,0,1
10802,2,0,1
10804,162,0,1
10805,83,0,1
10806,78,0,1
10807,78,0,1
10808,377,0,1
10809,18,0,1
10811,64,0,1
10812,8,0,1
10813,78,0,1
10815,22,0,1
10816,246,0,1
10817,22,0,1
10819,78,0,1
10821,194,13,1
10823,8,0,1
10824,292,13,1
10826,78,0,1
10827,10,0,1
10828,13,0,1
10829,110,0,1
10830,2,0,1
10831,19,0,1
10832,377,0,1
10833,377,0,1
10834,60,0,1
10835,22,0,1
10836,45,0,1
10837,78,0,1
10840,8,0,1
10841,2,0,1
10842,556,0,1
10843,12,0,1
10845,113,0,1
10846,19,0,1
10855,22,0,1
10856,6,0,1
10857,377,0,1
10867,229,0,1
10868,102,0,1
10869,354,0,1
10870,24,0,1
10879,90,0,1
10880,90,0,1
10881,137,0,1
10882,14,0,1
10883,371,0,1
10885,168,0,1
10886,8,0,1
10889,22,0,1
10891,19,0,1
10892,22,0,1
10893,8,0,1
10894,227,0,1
10895,238,0,1
10896,102,0,1
10897,223,13,1
10898,102,0,1
10899,7,0,1
10901,45,0,1
10903,71,0,1
10905,174,0,1
10907,22,0,1
10908,21,0,1
10909,88,0,1
10911,91,0,1
10913,90,0,1
10914,168,0,1
10916,377,0,1
10917,606,0,1
10920,102,0,1
10923,2,0,1
10924,446,0,1
10925,2,0,1
10927,112,0,1
10928,14,0,1
10929,23,0,1
10930,30,0,1
10931,42,0,1
10932,2,0,1
10933,520,0,1
10934,194,13,1
10935,36,0,1
10937,19,0,1
10938,78,0,1
10939,78,0,1
10940,202,13,1
10941,31,0,1
10944,222,0,1
10945,495,0,1
10947,29,0,1
10948,19,0,1
10949,36,0,1
10950,138,0,1
10951,37,0,1
10953,19,0,1
10954,174,0,1
10955,8,0,1
10956,19,0,1
10959,82,0,1
10960,36,0,1
11048,200,13,1
11068,82,0,1
11069,22,0,1
11070,12,0,1
11090,9,0,1
11091,2,0,1
11092,91,0,1
11093,40,0,1
11094,92,0,1
11096,174,0,1
11097,22,0,1
11098,500,0,1
11101,22,0,1
11102,102,0,1
11103,8,0,1
11129,180,0,1
11130,425,0,1
11133,102,0,1
11134,22,0,1
11135,606,0,1
11136,2,0,1
11137,60,0,1
11139,252,0,1
11140,2,0,1
11141,8,0,1
11150,22,0,1
11151,168,0,1
11153,8,0,1
11155,174,0,1
11156,22,0,1
11163,19,0,1
11164,202,13,1
11165,23,0,1
11166,498,0,1
11167,168,0,1
11168,12,0,1
11169,37,0,1
11170,174,0,1
11171,19,0,1
11172,40,0,1
11173,2,0,1
11174,148,0,1
11175,78,0,1
11176,371,0,1
11177,91,0,1
11178,377,0,1
11179,19,0,1
11180,64,0,1
11181,377,0,1
11182,89,0,1
11183,7,0,1
11184,60,0,1
11186,78,0,1
11187,66,0,1
11188,22,0,1
11197,160,0,1
11199,19,0,1
11201,91,0,1
11202,19,0,1
11205,14,0,1
11206,195,13,1
11209,78,0,1
11210,7,0,1
11211,37,0,1
11212,21,0,1
11214,354,0,1
11215,2,0,1
11216,60,0,1
11224,78,0,1
11225,51,0,1
11226,195,13,1
11227,181,0,1
11228,14,0,1
11229,78,0,1
11231,22,0,1
11232,377,0,1
11233,19,0,1
11234,102,0,1
11237,109,0,1
11238,19,0,1
11239,19,0,1
11240,24,0,1
11241,22,0,1
11242,354,0,1
11243,11,0,1
11244,168,0,1
11245,37,0,1
11246,14,0,1
11248,14,0,1
11249,38,0,1
11250,19,0,1
11251,40,0,1
11253,24,0,1
11256,102,0,1
11257,60,0,1
11258,78,0,1
11259,354,0,1
11260,78,0,1
11261,606,0,1
11262,64,0,1
11263,91,0,1
11264,91,0,1
11265,78,0,1
11266,4,0,1
11267,42,0,1
11269,32,0,1
11270,91,0,1
11271,19,0,1
11272,93,0,1
11274,158,0,1
11275,377,0,1
11278,202,13,1
11279,19,0,1
11280,71,0,1
11282,25,0,1
11284,281,0,1
11285,21,0,1
11287,36,0,1
11288,8,0,1
11290,78,0,1
11292,19,0,1
11293,2,0,1
11295,371,0,1
11298,8,0,1
11299,84,0,1
11300,2,0,1
11321,102,0,1
11322,12,0,1
11324,316,13,1
11325,209,13,1
11327,48,0,1
11328,2,0,1
11329,35,0,1
11331,279,13,1
11332,97,0,1
11333,371,0,1
11335,8,0,1
11336,49,0,1
11339,8,0,1
11347,406,0,1
11349,193,13,1
11350,2,0,1
11351,40,0,1
11352,78,0,1
11353,138,0,1
11354,12,0,1
11355,155,0,1
11356,168,0,1
11357,77,0,1
11359,22,0,1
11360,22,0,1
11361,7,0,1
11369,201,13,1
11377,223,0,1
11379,36,0,1
11387,2,0,1
11388,7,0,1
11389,22,0,1
11390,78,0,1
11391,180,0,1
11392,102,0,1
11394,104,0,1
11395,174,0,1
11396,270,0,1
11397,90,0,1
11399,2,0,1
11400,56,0,1
11402,78,0,1
11403,97,0,1
11407,6,0,1
11408,2,0,1
11409,102,0,1
11411,78,0,1
11412,35,0,1
