# Id_interactions,B0,B1,B2,B3,B4,B5,B6,label
15463,340422,1,2,0,0,0,0,1
16882,331326,19,2,0,0,0,0,1
12136,79734,6,0,0,0,0,0,1
12157,77961,7,0,0,0,0,0,1
12158,76189,7,0,0,0,0,0,1
12159,77961,7,0,0,0,0,0,1
12212,79733,7,0,0,0,0,0,1
12213,79733,7,0,0,0,0,0,1
12214,79734,6,0,0,0,0,0,1
12215,79733,7,0,0,0,0,0,1
12216,79733,7,0,0,0,0,0,1
12217,77962,6,0,0,0,0,0,1
12218,83278,6,0,0,0,0,0,1
12219,77961,7,0,0,0,0,0,1
12220,81505,7,0,0,0,0,0,1
12221,77961,7,0,0,0,0,0,1
12222,81505,7,0,0,0,0,0,1
12125,889280,45,15,3,0,1,0,1
15939,213482,11,2,0,0,0,0,1
12601,268680,6,2,0,0,0,0,1
28641,433338,36,7,0,0,0,0,1
26333,471336,46,11,0,0,0,0,1
28642,664191,78,51,4,2,0,0,1
26434,436288,30,8,0,0,0,0,1
26487,434485,30,8,0,0,0,0,1
23221,223181,2,0,1,0,0,0,1
12663,141229,1,0,0,0,0,0,1
12704,141229,1,0,0,0,0,0,1
12705,194794,4,2,0,0,0,0,1
12875,141229,1,0,0,0,0,0,1
12898,194794,4,2,0,0,0,0,1
12919,199664,4,2,0,0,0,0,1
12991,141229,1,0,0,0,0,0,1
12992,192360,3,2,0,0,0,0,1
13053,141229,1,0,0,0,0,0,1
13054,141229,1,0,0,0,0,0,1
12949,268789,19,3,1,0,0,0,1
12950,180518,2,2,0,0,0,0,1
13119,1022361,3,4,0,0,0,0,1
14588,1058026,3,3,0,0,0,0,1
15204,980748,5,7,0,0,0,0,1
15436,1058026,3,3,0,0,0,0,1
22479,1075857,3,4,0,0,0,0,1
22520,1046137,3,4,0,0,0,0,1
22521,974804,5,7,0,0,0,0,1
13162,423374,19,2,1,0,0,0,1
15431,512506,21,3,2,0,0,0,1
15432,395538,2,1,0,0,0,0,1
15433,501375,9,6,0,0,0,0,1
15434,306404,0,1,0,0,0,0,1
15435,495809,10,0,0,0,0,0,1
15495,963777,3,3,0,0,0,0,1
16183,2089099,21,2,2,0,0,0,1
18863,506946,9,6,0,0,0,0,1
22142,1715833,21,12,0,2,0,0,1
22683,295261,1,1,0,0,0,0,1
27416,300832,1,1,0,0,0,0,1
30100,428939,27,1,0,0,0,0,1
13165,239850,2,2,0,0,0,0,1
13391,1077069,42,5,0,0,0,0,1
26901,208958,4,0,0,0,0,0,1
26902,244523,7,0,0,0,0,0,1
26903,257863,5,0,0,0,0,0,1
26904,231172,19,1,0,0,0,0,1
17593,1043345,3,4,0,0,0,0,1
15291,1090170,33,5,2,0,0,0,1
13811,228384,4,1,0,0,0,0,1
13852,395850,0,0,0,0,0,0,1
13997,160991,12,2,2,0,0,0,1
14461,189408,12,0,0,0,0,0,1
14272,143399,1,0,0,0,0,0,1
14369,126653,1,0,0,0,0,0,1
14517,148752,12,0,0,0,0,0,1
14518,151014,4,0,0,0,0,0,1
14558,417502,14,4,0,0,0,0,1
14635,287041,4,0,0,0,0,0,1
14640,297479,4,0,0,0,0,0,1
21139,260946,4,0,0,0,0,0,1
26694,266165,4,0,0,0,0,0,1
26695,266165,4,0,0,0,0,0,1
29978,276603,4,0,0,0,0,0,1
14591,214950,6,0,0,0,0,0,1
14592,303245,19,0,0,0,0,0,1
14641,149272,4,0,0,0,0,0,1
14642,147036,12,0,0,0,0,0,1
15916,140355,9,0,0,0,0,0,1
14726,130581,16,10,1,0,0,0,1
14727,7749,0,0,0,0,0,0,1
14790,300262,8,2,0,0,0,0,1
17554,466486,8,0,0,0,0,0,1
25407,305620,14,0,0,0,0,0,1
25408,386058,6,0,0,0,0,0,1
26880,445031,14,1,0,0,0,0,1
26062,271843,2,1,0,0,0,0,1
15041,1175109,58,12,1,0,0,0,1
21593,1179549,11,3,0,1,1,0,1
15092,187879,1,0,0,0,0,0,1
15093,138599,1,0,0,0,0,0,1
15094,135505,1,1,0,0,0,0,1
29977,180675,1,0,0,0,0,0,1
15182,331570,15,0,0,0,0,0,1
22449,375529,1,0,0,0,0,0,1
15203,1642186,74,25,4,0,1,0,1
16449,400283,9,0,0,0,0,0,1
15559,406534,0,0,0,0,0,0,1
20436,1068727,33,22,0,0,0,0,1
15706,460064,14,2,0,0,0,0,1
15749,183144,0,0,0,0,0,0,1
26154,333466,9,3,1,1,0,0,1
15895,170859,4,0,0,0,0,0,1
15917,138697,17,0,0,0,0,0,1
15918,140979,9,0,0,0,0,0,1
16133,113291,1,0,0,0,0,0,1
16404,190872,2,3,0,0,0,0,1
16608,195315,1,0,0,0,0,0,1
16871,190889,0,1,0,0,0,0,1
17147,119445,4,1,0,0,0,0,1
17248,480807,0,0,0,0,0,0,1
17255,254079,6,0,0,0,0,0,1
17245,395616,0,1,0,0,0,0,1
17234,461771,1,0,0,0,0,0,1
17258,738529,18,4,2,0,0,0,1
17346,243833,6,1,0,0,0,0,1
17367,79199,9,3,1,0,0,0,1
17599,108264,1,0,0,0,0,0,1
17651,93056,2,0,0,0,0,0,1
17652,107216,3,0,0,0,0,0,1
17653,101147,3,0,0,0,0,0,1
25865,212415,0,0,0,0,0,0,1
17674,376892,16,0,0,0,0,0,1
17695,1019194,3,4,0,0,0,0,1
17696,1046292,100,10,3,1,0,0,1
18019,1097533,84,17,6,1,1,0,1
18250,528229,20,1,0,0,0,0,1
18962,234721,5,0,0,0,0,0,1
21544,238021,10,1,0,0,0,0,1
21545,241327,10,1,0,0,0,0,1
26955,261912,0,1,0,0,0,0,1
24278,180467,8,3,2,0,0,0,1
20251,239978,5,1,0,0,0,0,1
20678,319388,2,0,0,0,0,0,1
21339,354153,6,1,0,0,0,0,1
21548,68796,0,0,0,0,0,0,1
21552,72324,0,0,0,0,0,0,1
21553,68796,0,0,0,0,0,0,1
23532,68796,0,0,0,0,0,0,1
21549,78330,0,0,0,0,0,0,1
21550,76465,0,0,0,0,0,0,1
21554,76465,0,0,0,0,0,0,1
21551,87043,0,0,0,0,0,0,1
21696,269044,30,6,2,0,0,0,1
21697,80178,2,1,0,0,0,0,1
21698,61152,2,1,0,0,0,0,1
21699,86976,0,0,0,0,0,0,1
21956,392641,3,0,0,0,0,0,1
22448,1251318,91,18,3,1,1,0,1
22522,287481,2,0,0,0,0,0,1
22586,90697,2,0,0,0,0,0,1
22682,131934,15,1,0,0,0,0,1
23222,190321,6,1,0,0,0,0,1
23531,73416,0,0,0,0,0,0,1
24749,310994,4,0,0,0,0,0,1
25405,155610,0,0,0,0,0,0,1
25406,155613,1,0,0,0,0,0,1
26308,352925,36,5,1,0,1,0,1
29573,98674,18,4,0,0,0,0,1
29851,463345,13,2,0,0,0,0,1
9372,158261,6,3,0,0,0,0,1
9373,512047,2,1,0,0,0,0,1
9374,358435,0,0,0,0,0,0,1
9375,237400,5,0,0,0,0,0,1
9376,181536,6,3,0,0,0,0,1
9377,237400,5,0,0,0,0,0,1
9380,260615,34,18,0,13,0,0,1
9381,256017,7,1,0,0,0,0,1
9382,516702,2,1,0,0,0,0,1
9383,148960,0,0,0,0,0,0,1
9385,195510,0,0,0,0,0,0,1
9387,228095,0,0,0,0,0,0,1
9388,242060,0,0,0,0,0,0,1
9389,209420,25,17,0,13,0,0,1
9390,148960,0,0,0,0,0,0,1
9391,288604,6,0,0,0,0,0,1
9392,302573,2,0,0,0,0,0,1
9393,237403,2,0,0,0,0,0,1
9394,260680,0,0,0,0,0,0,1
9396,423601,4,0,0,0,0,0,1
9398,777376,6,1,2,0,0,0,1
9399,386242,13,110,0,0,0,0,1
9400,763411,6,1,2,0,0,0,1
9401,423604,0,1,0,0,0,0,1
9402,256021,4,0,0,0,0,0,1
9403,148960,0,0,0,0,0,0,1
9404,204820,0,0,0,0,0,0,1
9406,260674,6,0,0,0,0,0,1
9408,134995,0,0,0,0,0,0,1
9409,214130,0,0,0,0,0,0,1
9410,148960,0,0,0,0,0,0,1
9411,237344,31,17,0,13,0,0,1
9413,134995,0,0,0,0,0,0,1
9414,256022,3,0,0,0,0,0,1
9416,242060,0,0,0,0,0,0,1
9424,148960,0,0,0,0,0,0,1
9425,311883,2,0,0,0,0,0,1
9426,1000815,7,1,2,0,0,0,1
9427,223436,4,0,0,0,0,0,1
9428,223431,6,3,0,0,0,0,1
9429,446874,6,0,0,0,0,0,1
9430,167571,6,3,0,0,0,0,1
9438,214130,0,0,0,0,0,0,1
9439,344469,1,0,0,0,0,0,1
9440,344469,1,0,0,0,0,0,1
9441,176890,0,0,0,0,0,0,1
9443,349121,4,0,0,0,0,0,1
9444,418946,4,0,0,0,0,0,1
9446,418946,4,0,0,0,0,0,1
9452,437566,4,0,0,0,0,0,1
9453,279300,0,0,0,0,0,0,1
9454,274645,0,0,0,0,0,0,1
9455,423601,4,0,0,0,0,0,1
9458,265335,0,0,0,0,0,0,1
9467,172226,6,3,0,0,0,0,1
9468,279300,0,0,0,0,0,0,1
9469,256017,7,1,0,0,0,0,1
9471,162925,0,0,0,0,0,0,1
9473,158270,0,0,0,0,0,0,1
9475,228095,0,0,0,0,0,0,1
9476,442221,4,0,0,0,0,0,1
9484,470153,2,0,0,0,0,0,1
9487,134995,0,0,0,0,0,0,1
9488,223432,8,0,0,0,0,0,1
9490,265335,0,0,0,0,0,0,1
9491,167571,6,3,0,0,0,0,1
9492,1084605,7,1,2,0,0,0,1
9493,134995,0,0,0,0,0,0,1
9494,470153,2,0,0,0,0,0,1
9495,321193,2,0,0,0,0,0,1
9496,391011,9,0,0,0,0,0,1
9497,232742,8,0,0,0,0,0,1
9498,237403,2,0,0,0,0,0,1
9499,712195,20,0,0,0,0,0,1
9500,283955,0,0,0,0,0,0,1
9501,167571,6,3,0,0,0,0,1
9502,148960,0,0,0,0,0,0,1
9536,358434,1,0,0,0,0,0,1
9537,414294,0,1,0,0,0,0,1
9539,1052020,7,1,2,0,0,0,1
9540,130340,0,0,0,0,0,0,1
9577,256022,3,0,0,0,0,0,1
9578,228093,2,0,0,0,0,0,1
9579,283955,0,0,0,0,0,0,1
9580,763411,6,1,2,0,0,0,1
9583,256022,3,0,0,0,0,0,1
9584,1075295,7,1,2,0,0,0,1
9585,242003,27,17,0,13,0,0,1
9587,1061330,7,1,2,0,0,0,1
9588,311883,2,0,0,0,0,0,1
9589,432913,2,0,0,0,0,0,1
9590,260672,7,1,0,0,0,0,1
9591,316540,0,0,0,0,0,0,1
9592,279300,0,0,0,0,0,0,1
9593,260680,0,0,0,0,0,0,1
9601,204818,2,0,0,0,0,0,1
9602,442224,0,1,0,0,0,0,1
9603,325850,0,0,0,0,0,0,1
9604,251362,7,1,0,0,0,0,1
9606,144305,0,0,0,0,0,0,1
9608,260674,5,1,0,0,0,0,1
9609,144305,0,0,0,0,0,0,1
9610,158270,0,0,0,0,0,0,1
9611,763411,6,1,2,0,0,0,1
9612,237405,0,0,0,0,0,0,1
9613,148960,0,0,0,0,0,0,1
9614,237405,0,0,0,0,0,0,1
9615,162925,0,0,0,0,0,0,1
9616,754093,17,0,0,0,0,0,1
9618,768066,6,1,2,0,0,0,1
9619,339814,1,0,0,0,0,0,1
9623,437569,0,1,0,0,0,0,1
9625,507380,13,2,0,0,0,0,1
9626,428256,4,0,0,0,0,0,1
9628,181545,0,0,0,0,0,0,1
9629,349125,0,0,0,0,0,0,1
9630,256017,7,1,0,0,0,0,1
9631,521357,2,1,0,0,0,0,1
9632,321193,2,0,0,0,0,0,1
9634,339814,1,0,0,0,0,0,1
9638,1028745,7,1,2,0,0,0,1
9639,265335,0,0,0,0,0,0,1
9641,246658,27,17,0,13,0,0,1
9643,297920,0,0,0,0,0,0,1
9644,223438,2,0,0,0,0,0,1
9645,256023,2,0,0,0,0,0,1
9653,432911,4,0,0,0,0,0,1
9654,246711,4,0,0,0,0,0,1
9655,148960,0,0,0,0,0,0,1
9657,134995,0,0,0,0,0,0,1
9660,256025,0,0,0,0,0,0,1
9661,260677,3,0,0,0,0,0,1
9662,172235,0,0,0,0,0,0,1
9666,223377,32,18,0,13,0,0,1
9668,297914,6,0,0,0,0,0,1
9669,404985,0,0,0,0,0,0,1
9670,167580,0,0,0,0,0,0,1
9671,218781,4,0,0,0,0,0,1
9673,274645,0,0,0,0,0,0,1
9674,367745,0,0,0,0,0,0,1
9675,353778,2,0,0,0,0,0,1
9676,1084605,7,1,2,0,0,0,1
9677,176890,0,0,0,0,0,0,1
9681,465498,2,0,0,0,0,0,1
9682,777376,6,1,2,0,0,0,1
9683,614450,9,1,0,0,0,0,1
9685,172235,0,0,0,0,0,0,1
9688,325850,0,0,0,0,0,0,1
9689,148960,0,0,0,0,0,0,1
9690,349124,1,0,0,0,0,0,1
9692,172235,0,0,0,0,0,0,1
9693,172226,6,3,0,0,0,0,1
9696,302575,0,0,0,0,0,0,1
9697,377053,2,0,0,0,0,0,1
9698,623746,24,0,0,0,0,0,1
9706,460836,9,0,0,0,0,0,1
9707,339815,0,0,0,0,0,0,1
9708,172231,4,0,0,0,0,0,1
9711,367745,0,0,0,0,0,0,1
9720,404981,4,0,0,0,0,0,1
9721,451526,9,0,0,0,0,0,1
9725,269984,5,1,0,0,0,0,1
9726,288602,8,0,0,0,0,0,1
9727,172235,0,0,0,0,0,0,1
9728,283955,0,0,0,0,0,0,1
9729,228093,2,0,0,0,0,0,1
9740,1079950,7,1,2,0,0,0,1
9741,479463,2,0,0,0,0,0,1
9744,414291,4,0,0,0,0,0,1
9746,293265,0,0,0,0,0,0,1
9747,423603,2,0,0,0,0,0,1
9768,148960,0,0,0,0,0,0,1
9769,283947,8,0,0,0,0,0,1
9770,283955,0,0,0,0,0,0,1
9772,512047,2,1,0,0,0,0,1
9773,148960,0,0,0,0,0,0,1
9774,335160,0,0,0,0,0,0,1
9775,167580,0,0,0,0,0,0,1
9776,353780,0,0,0,0,0,0,1
9785,446878,2,0,0,0,0,0,1
9786,148960,0,0,0,0,0,0,1
9787,442224,0,1,0,0,0,0,1
9788,330504,1,0,0,0,0,0,1
9789,260674,5,1,0,0,0,0,1
9791,228032,32,18,0,13,0,0,1
9792,260672,7,1,0,0,0,0,1
9793,274643,2,0,0,0,0,0,1
9794,144305,0,0,0,0,0,0,1
9796,274645,0,0,0,0,0,0,1
9797,386242,13,110,0,0,0,0,1
9798,269990,0,0,0,0,0,0,1
9799,144305,0,0,0,0,0,0,1
9800,465498,2,0,0,0,0,0,1
9801,176890,0,0,0,0,0,0,1
9802,1028745,7,1,2,0,0,0,1
9803,144305,0,0,0,0,0,0,1
9804,302573,2,0,0,0,0,0,1
9807,446879,0,1,0,0,0,0,1
9808,167580,0,0,0,0,0,0,1
9809,144305,0,0,0,0,0,0,1
9811,456186,4,0,0,0,0,0,1
9812,1014780,7,1,2,0,0,0,1
9815,311885,0,0,0,0,0,0,1
9816,144305,0,0,0,0,0,0,1
9817,335159,1,0,0,0,0,0,1
9820,246711,4,0,0,0,0,0,1
9822,474801,9,0,0,0,0,0,1
9823,307230,0,0,0,0,0,0,1
9825,172226,6,3,0,0,0,0,1
9826,269990,0,0,0,0,0,0,1
9827,996160,7,1,2,0,0,0,1
9829,339806,7,2,0,0,0,0,1
9830,283955,0,0,0,0,0,0,1
9831,265327,7,1,0,0,0,0,1
9832,265327,7,1,0,0,0,0,1
9833,446878,2,0,0,0,0,0,1
9834,153615,0,0,0,0,0,0,1
9837,139650,0,0,0,0,0,0,1
9838,237405,0,0,0,0,0,0,1
9839,265326,8,1,0,0,0,0,1
9840,283955,0,0,0,0,0,0,1
9841,423603,2,0,0,0,0,0,1
9842,256022,3,0,0,0,0,0,1
9843,167571,6,3,0,0,0,0,1
9844,293265,0,0,0,0,0,0,1
9845,763411,6,1,2,0,0,0,1
9846,223440,0,0,0,0,0,0,1
9847,274639,6,0,0,0,0,0,1
9848,153615,0,0,0,0,0,0,1
9849,479463,2,0,0,0,0,0,1
9850,339815,0,0,0,0,0,0,1
9851,465500,0,0,0,0,0,0,1
9853,339814,1,0,0,0,0,0,1
9854,414293,2,0,0,0,0,0,1
9856,204818,2,0,0,0,0,0,1
9865,786686,6,1,2,0,0,0,1
