# Id_interactions,B0,B1,B2,B3,B4,B5,B6,label
9866,274645,0,0,0,0,0,0,1
9867,167580,0,0,0,0,0,0,1
9871,237405,0,0,0,0,0,0,1
9872,428259,0,1,0,0,0,0,1
9873,232750,0,0,0,0,0,0,1
9876,297918,2,0,0,0,0,0,1
9877,335159,1,0,0,0,0,0,1
9878,241997,32,18,0,13,0,0,1
9880,144305,0,0,0,0,0,0,1
9882,260672,7,1,0,0,0,0,1
9883,502737,2,1,0,0,0,0,1
9884,148960,0,0,0,0,0,0,1
9885,465498,2,0,0,0,0,0,1
9886,218785,0,0,0,0,0,0,1
9887,167571,6,3,0,0,0,0,1
9889,349124,1,0,0,0,0,0,1
9890,148960,0,0,0,0,0,0,1
9892,279292,8,0,0,0,0,0,1
9893,232750,0,0,0,0,0,0,1
9894,274645,0,0,0,0,0,0,1
9895,768065,7,1,2,0,0,0,1
9897,409639,0,1,0,0,0,0,1
9898,265326,8,1,0,0,0,0,1
9899,293261,4,0,0,0,0,0,1
9902,274645,0,0,0,0,0,0,1
9904,256017,7,1,0,0,0,0,1
9905,269981,6,3,0,0,0,0,1
9906,134995,0,0,0,0,0,0,1
9907,498082,2,1,0,0,0,0,1
9908,237396,8,1,0,0,0,0,1
9909,418949,0,1,0,0,0,0,1
9910,232750,0,0,0,0,0,0,1
9912,274645,0,0,0,0,0,0,1
9913,353778,2,0,0,0,0,0,1
9914,363081,9,0,0,0,0,0,1
9915,256022,3,0,0,0,0,0,1
9917,256025,0,0,0,0,0,0,1
9925,404985,0,0,0,0,0,0,1
9926,358434,1,0,0,0,0,0,1
9928,712195,20,0,0,0,0,0,1
9931,353779,1,0,0,0,0,0,1
9932,158261,5,4,0,0,0,0,1
9933,423601,4,0,0,0,0,0,1
9934,428256,4,0,0,0,0,0,1
9935,274645,0,0,0,0,0,0,1
9937,493428,2,0,0,0,0,0,1
9938,330504,1,0,0,0,0,0,1
9939,255964,31,17,0,13,0,0,1
9941,507392,2,1,0,0,0,0,1
9942,134995,0,0,0,0,0,0,1
9944,251370,0,0,0,0,0,0,1
9945,498067,16,2,0,0,0,0,1
9947,428259,0,1,0,0,0,0,1
9948,148960,0,0,0,0,0,0,1
9949,330503,2,0,0,0,0,0,1
9950,451526,9,0,0,0,0,0,1
9951,1089260,7,1,2,0,0,0,1
9952,232750,0,0,0,0,0,0,1
9953,148960,0,0,0,0,0,0,1
9954,246660,25,17,0,13,0,0,1
9955,256022,3,0,0,0,0,0,1
9956,162925,0,0,0,0,0,0,1
9957,246711,4,0,0,0,0,0,1
9958,432894,19,2,0,0,0,0,1
9959,1093915,7,1,2,0,0,0,1
9960,456181,9,0,0,0,0,0,1
9964,418946,4,0,0,0,0,0,1
9965,162925,0,0,0,0,0,0,1
9969,167571,6,3,0,0,0,0,1
9970,442216,9,0,0,0,0,0,1
9971,265274,30,18,0,13,0,0,1
9972,176890,0,0,0,0,0,0,1
9973,442223,2,0,0,0,0,0,1
9974,269986,4,0,0,0,0,0,1
9977,777376,6,1,2,0,0,0,1
9979,386363,2,0,0,0,0,0,1
9980,758756,6,1,2,0,0,0,1
9981,228095,0,0,0,0,0,0,1
9984,148960,0,0,0,0,0,0,1
9985,246658,27,17,0,13,0,0,1
9986,330503,2,0,0,0,0,0,1
9994,228095,0,0,0,0,0,0,1
9997,325849,1,0,0,0,0,0,1
9998,335158,2,0,0,0,0,0,1
9999,256016,8,1,0,0,0,0,1
10000,418891,29,17,0,13,0,0,1
10001,283953,2,0,0,0,0,0,1
10002,269982,7,1,0,0,0,0,1
10004,442216,9,0,0,0,0,0,1
10006,730818,17,0,0,0,0,0,1
10007,335159,1,0,0,0,0,0,1
10008,321189,6,0,0,0,0,0,1
10009,353780,0,0,0,0,0,0,1
10010,339814,1,0,0,0,0,0,1
10011,172235,0,0,0,0,0,0,1
10012,386365,0,0,0,0,0,0,1
10013,460836,9,0,0,0,0,0,1
10014,423603,2,0,0,0,0,0,1
10018,456181,9,0,0,0,0,0,1
10019,162925,0,0,0,0,0,0,1
10020,1061330,7,1,2,0,0,0,1
10021,391018,2,0,0,0,0,0,1
10022,526012,2,0,0,1,0,0,1
10023,176890,0,0,0,0,0,0,1
10024,307224,6,0,0,0,0,0,1
10026,437566,4,0,0,0,0,0,1
10029,763411,6,1,2,0,0,0,1
10031,256017,7,1,0,0,0,0,1
10034,1065985,7,1,2,0,0,0,1
10035,256016,8,1,0,0,0,0,1
10036,349124,1,0,0,0,0,0,1
10037,158270,0,0,0,0,0,0,1
10038,688923,17,0,0,0,0,0,1
10039,297914,6,0,0,0,0,0,1
10040,512047,2,1,0,0,0,0,1
10041,349124,1,0,0,0,0,0,1
10042,512047,2,1,0,0,0,0,1
10043,269990,0,0,0,0,0,0,1
10044,172235,0,0,0,0,0,0,1
10045,404981,4,0,0,0,0,0,1
10052,144305,0,0,0,0,0,0,1
10053,181536,6,3,0,0,0,0,1
10054,283947,8,0,0,0,0,0,1
10055,260672,7,1,0,0,0,0,1
10056,414294,0,1,0,0,0,0,1
10058,260676,4,0,0,0,0,0,1
10059,167571,6,3,0,0,0,0,1
10063,200165,0,0,0,0,0,0,1
10064,414288,7,0,0,0,0,0,1
10065,274641,4,0,0,0,0,0,1
10066,167571,6,3,0,0,0,0,1
10067,316538,2,0,0,0,0,0,1
10070,428259,0,1,0,0,0,0,1
10072,502737,2,1,0,0,0,0,1
10074,134995,0,0,0,0,0,0,1
10076,451531,4,0,0,0,0,0,1
10098,479456,9,0,0,0,0,0,1
10099,772720,7,1,2,0,0,0,1
10102,446871,9,0,0,0,0,0,1
10103,232750,0,0,0,0,0,0,1
10104,795996,6,1,2,0,0,0,1
10105,498084,1,0,0,0,0,0,1
10106,349121,4,0,0,0,0,0,1
10108,246658,27,17,0,13,0,0,1
10109,162925,0,0,0,0,0,0,1
10110,1065985,7,1,2,0,0,0,1
10111,232750,0,0,0,0,0,0,1
10112,167571,6,3,0,0,0,0,1
10113,674958,17,0,0,0,0,0,1
10121,148960,0,0,0,0,0,0,1
10122,288502,0,108,0,0,0,0,1
10123,1028745,7,1,2,0,0,0,1
10124,256017,7,1,0,0,0,0,1
10132,744791,6,1,2,0,0,0,1
10133,465491,9,0,0,0,0,0,1
10134,996160,7,1,2,0,0,0,1
10135,158261,6,3,0,0,0,0,1
10136,172235,0,0,0,0,0,0,1
10137,512047,2,0,0,1,0,0,1
10139,325850,0,0,0,0,0,0,1
10141,167580,0,0,0,0,0,0,1
10142,768066,6,1,2,0,0,0,1
10144,274637,7,1,0,0,0,0,1
10148,465498,2,0,0,0,0,0,1
10149,288604,6,0,0,0,0,0,1
10150,251307,33,17,0,13,0,0,1
10151,269990,0,0,0,0,0,0,1
10152,228095,0,0,0,0,0,0,1
10153,148960,0,0,0,0,0,0,1
10154,251370,0,0,0,0,0,0,1
10155,288602,8,0,0,0,0,0,1
10157,325850,0,0,0,0,0,0,1
10159,288604,5,1,0,0,0,0,1
10160,302573,2,0,0,0,0,0,1
10168,418891,29,17,0,13,0,0,1
10169,479463,2,0,0,0,0,0,1
10170,423603,2,0,0,0,0,0,1
10172,279300,0,0,0,0,0,0,1
10173,302573,2,0,0,0,0,0,1
10174,507392,2,1,0,0,0,0,1
10175,246652,33,17,0,13,0,0,1
10176,153606,6,3,0,0,0,0,1
10177,349125,0,0,0,0,0,0,1
10178,772721,6,1,2,0,0,0,1
10179,302575,0,0,0,0,0,0,1
10182,251362,7,1,0,0,0,0,1
10183,344468,2,0,0,0,0,0,1
10184,269984,5,1,0,0,0,0,1
10185,148960,0,0,0,0,0,0,1
10186,456188,2,0,0,0,0,0,1
10187,232750,0,0,0,0,0,0,1
10189,148960,0,0,0,0,0,0,1
10190,134995,0,0,0,0,0,0,1
10191,269990,0,0,0,0,0,0,1
10192,251364,6,0,0,0,0,0,1
10195,772721,6,1,2,0,0,0,1
10198,791341,6,1,2,0,0,0,1
10199,139650,0,0,0,0,0,0,1
10200,265329,6,0,0,0,0,0,1
10201,274637,8,0,0,0,0,0,1
10202,228095,0,0,0,0,0,0,1
10203,349124,1,0,0,0,0,0,1
10204,204820,0,0,0,0,0,0,1
10205,283955,0,0,0,0,0,0,1
10206,446871,9,0,0,0,0,0,1
10208,325849,1,0,0,0,0,0,1
10210,228093,2,0,0,0,0,0,1
10211,148960,0,0,0,0,0,0,1
10212,274645,0,0,0,0,0,0,1
10216,1065985,7,1,2,0,0,0,1
10217,256022,3,0,0,0,0,0,1
10218,148960,0,0,0,0,0,0,1
10219,391019,0,1,0,0,0,0,1
10220,246715,0,0,0,0,0,0,1
10221,567883,27,0,0,0,0,0,1
10222,316531,9,0,0,0,0,0,1
10225,465498,2,0,0,0,0,0,1
10226,442225,0,0,0,0,0,0,1
10227,335159,1,0,0,0,0,0,1
10228,330505,0,0,0,0,0,0,1
10229,265327,7,1,0,0,0,0,1
10231,442224,0,1,0,0,0,0,1
10232,246660,25,17,0,13,0,0,1
10233,349124,1,0,0,0,0,0,1
10234,451535,0,0,0,0,0,0,1
10235,432906,9,0,0,0,0,0,1
10237,130340,0,0,0,0,0,0,1
10238,260617,33,17,0,13,0,0,1
10239,246711,4,0,0,0,0,0,1
10240,423596,9,0,0,0,0,0,1
10242,251368,2,0,0,0,0,0,1
10244,1056675,7,1,2,0,0,0,1
10245,283955,0,0,0,0,0,0,1
10246,293265,0,0,0,0,0,0,1
10247,246658,27,17,0,13,0,0,1
10248,428258,2,0,0,0,0,0,1
10249,297915,5,0,0,0,0,0,1
10250,1098570,7,1,2,0,0,0,1
10251,167571,6,3,0,0,0,0,1
10252,232742,8,0,0,0,0,0,1
10254,442224,0,1,0,0,0,0,1
10264,232742,8,0,0,0,0,0,1
10266,507392,2,0,0,1,0,0,1
10267,423604,0,1,0,0,0,0,1
10275,279300,0,0,0,0,0,0,1
10276,172235,0,0,0,0,0,0,1
10277,437569,0,1,0,0,0,0,1
10278,148960,0,0,0,0,0,0,1
10300,181545,0,0,0,0,0,0,1
10301,325849,1,0,0,0,0,0,1
10310,214128,2,0,0,0,0,0,1
10311,246706,6,3,0,0,0,0,1
10314,288604,6,0,0,0,0,0,1
10315,242060,0,0,0,0,0,0,1
10316,246660,25,17,0,13,0,0,1
10317,251313,27,17,0,13,0,0,1
10318,167576,4,0,0,0,0,0,1
10324,251313,27,17,0,13,0,0,1
10326,260678,2,0,0,0,0,0,1
10329,428251,9,0,0,0,0,0,1
10330,395552,13,110,0,0,0,0,1
10333,465498,2,0,0,0,0,0,1
10334,228095,0,0,0,0,0,0,1
10335,451533,2,0,0,0,0,0,1
10337,335159,1,0,0,0,0,0,1
10338,335159,1,0,0,0,0,0,1
10339,674958,17,0,0,0,0,0,1
10340,288610,0,0,0,0,0,0,1
10341,330504,1,0,0,0,0,0,1
10342,176881,6,3,0,0,0,0,1
10343,418946,4,0,0,0,0,0,1
10344,144305,0,0,0,0,0,0,1
10345,437568,2,0,0,0,0,0,1
10346,684267,18,0,0,0,0,0,1
10347,176890,0,0,0,0,0,0,1
10356,349123,2,0,0,0,0,0,1
10357,228095,0,0,0,0,0,0,1
10359,460709,26,110,0,0,0,0,1
10360,256022,3,0,0,0,0,0,1
10361,232742,8,0,0,0,0,0,1
10363,428256,4,0,0,0,0,0,1
10364,158270,0,0,0,0,0,0,1
10365,358433,2,0,0,0,0,0,1
10367,228095,0,0,0,0,0,0,1
10368,148960,0,0,0,0,0,0,1
10369,246660,25,17,0,13,0,0,1
10371,521357,2,1,0,0,0,0,1
10373,148960,0,0,0,0,0,0,1
10374,274645,0,0,0,0,0,0,1
10375,237405,0,0,0,0,0,0,1
10376,237405,0,0,0,0,0,0,1
10377,321195,0,0,0,0,0,0,1
10378,349124,1,0,0,0,0,0,1
10379,148960,0,0,0,0,0,0,1
10387,712197,18,0,0,0,0,0,1
10388,279292,8,0,0,0,0,0,1
10389,148960,0,0,0,0,0,0,1
10390,246711,4,0,0,0,0,0,1
10391,256017,7,1,0,0,0,0,1
10392,428259,0,1,0,0,0,0,1
10393,283955,0,0,0,0,0,0,1
10394,246713,2,0,0,0,0,0,1
10395,442224,0,1,0,0,0,0,1
10396,228095,0,0,0,0,0,0,1
10397,167571,6,3,0,0,0,0,1
10399,228090,5,0,0,0,0,0,1
10401,237403,2,0,0,0,0,0,1
10404,502737,2,1,0,0,0,0,1
10406,754093,17,0,0,0,0,0,1
10407,265333,2,0,0,0,0,0,1
10408,260671,8,1,0,0,0,0,1
10413,442221,4,0,0,0,0,0,1
10414,251364,5,1,0,0,0,0,1
10416,1014780,7,1,2,0,0,0,1
10418,437561,9,0,0,0,0,0,1
10419,167580,0,0,0,0,0,0,1
10420,395674,0,1,0,0,0,0,1
10421,297914,6,0,0,0,0,0,1
10423,148960,0,0,0,0,0,0,1
10425,139650,0,0,0,0,0,0,1
10426,451534,0,1,0,0,0,0,1
10427,181545,0,0,0,0,0,0,1
10430,358434,1,0,0,0,0,0,1
10431,437569,0,1,0,0,0,0,1
10434,782031,6,1,2,0,0,0,1
10435,451526,9,0,0,0,0,0,1
10436,777376,6,1,2,0,0,0,1
10437,367745,0,0,0,0,0,0,1
10438,153615,0,0,0,0,0,0,1
10439,228095,0,0,0,0,0,0,1
10440,311883,2,0,0,0,0,0,1
10441,251368,2,0,0,0,0,0,1
10442,242060,0,0,0,0,0,0,1
10443,167571,6,3,0,0,0,0,1
10444,344470,0,0,0,0,0,0,1
10445,283947,8,0,0,0,0,0,1
10447,162925,0,0,0,0,0,0,1
10448,428258,2,0,0,0,0,0,1
10449,232738,11,1,0,0,0,0,1
10450,162916,6,3,0,0,0,0,1
10451,232750,0,0,0,0,0,0,1
10460,265329,6,0,0,0,0,0,1
10462,237405,0,0,0,0,0,0,1
10463,386363,2,0,0,0,0,0,1
10464,283955,0,0,0,0,0,0,1
10465,400326,3,1,0,0,0,0,1
10466,325849,1,0,0,0,0,0,1
10469,176890,0,0,0,0,0,0,1
10471,423601,4,0,0,0,0,0,1
10474,256017,7,1,0,0,0,0,1
10475,195510,0,0,0,0,0,0,1
10476,339815,0,0,0,0,0,0,1
10477,432911,4,0,0,0,0,0,1
10478,172226,6,3,0,0,0,0,1
10480,148960,0,0,0,0,0,0,1
10481,218785,0,0,0,0,0,0,1
10482,237350,25,17,0,13,0,0,1
10483,162925,0,0,0,0,0,0,1
10492,148960,0,0,0,0,0,0,1
10493,209469,6,0,0,0,0,0,1
10494,148960,0,0,0,0,0,0,1
10496,349124,1,0,0,0,0,0,1
10499,465491,9,0,0,0,0,0,1
10500,144305,0,0,0,0,0,0,1
10501,470153,2,0,0,0,0,0,1
10502,228090,5,0,0,0,0,0,1
10503,288610,0,0,0,0,0,0,1
10504,148960,0,0,0,0,0,0,1
10506,204811,6,3,0,0,0,0,1
10508,256019,5,1,0,0,0,0,1
10509,162925,0,0,0,0,0,0,1
10510,144305,0,0,0,0,0,0,1
10511,134995,0,0,0,0,0,0,1
10512,246711,4,0,0,0,0,0,1
10513,265333,1,1,0,0,0,0,1
10515,642373,17,0,0,0,0,0,1
10521,153615,0,0,0,0,0,0,1
10522,367743,2,0,0,0,0,0,1
10523,228095,0,0,0,0,0,0,1
10524,609788,17,0,0,0,0,0,1
10525,246660,25,17,0,13,0,0,1
10526,153615,0,0,0,0,0,0,1
10527,256022,3,0,0,0,0,0,1
10529,148960,0,0,0,0,0,0,1
10530,283847,0,108,0,0,0,0,1
10531,283955,0,0,0,0,0,0,1
10532,391019,0,1,0,0,0,0,1
10533,232750,0,0,0,0,0,0,1
10535,214130,0,0,0,0,0,0,1
10536,702885,20,0,0,0,0,0,1
10537,256017,7,1,0,0,0,0,1
10540,484112,7,1,0,0,0,0,1
10541,172226,6,3,0,0,0,0,1
10542,181545,0,0,0,0,0,0,1
10545,363089,1,0,0,0,0,0,1
10548,148960,0,0,0,0,0,0,1
10550,451526,9,0,0,0,0,0,1
10551,456186,4,0,0,0,0,0,1
10552,218785,0,0,0,0,0,0,1
10553,148960,0,0,0,0,0,0,1
10554,782031,6,1,2,0,0,0,1
10555,279292,8,0,0,0,0,0,1
10556,242060,0,0,0,0,0,0,1
10558,228095,0,0,0,0,0,0,1
10559,451533,2,0,0,0,0,0,1
10560,418949,0,1,0,0,0,0,1
10563,130340,0,0,0,0,0,0,1
10564,321195,0,0,0,0,0,0,1
10566,321193,2,0,0,0,0,0,1
10567,265327,7,1,0,0,0,0,1
10568,493428,2,0,0,0,0,0,1
10569,456188,2,0,0,0,0,0,1
10570,321194,1,0,0,0,0,0,1
10571,228095,0,0,0,0,0,0,1
10572,288608,2,0,0,0,0,0,1
10575,204763,26,18,0,13,0,0,1
10576,758746,19,0,0,0,0,0,1
10577,335159,1,0,0,0,0,0,1
10578,232750,0,0,0,0,0,0,1
10579,321193,2,0,0,0,0,0,1
10580,1038055,7,1,2,0,0,0,1
10581,167571,6,3,0,0,0,0,1
10582,442204,19,2,0,0,0,0,1
10584,516702,2,1,0,0,0,0,1
10585,256023,2,0,0,0,0,0,1
10586,148960,0,0,0,0,0,0,1
10587,446874,6,0,0,0,0,0,1
10595,330496,9,0,0,0,0,0,1
10596,265272,32,18,0,13,0,0,1
10597,456186,4,0,0,0,0,0,1
10598,488773,2,0,0,0,0,0,1
10599,363090,0,0,0,0,0,0,1
10600,172235,0,0,0,0,0,0,1
10602,176890,0,0,0,0,0,0,1
10603,386365,0,0,0,0,0,0,1
10606,349124,1,0,0,0,0,0,1
10607,335159,1,0,0,0,0,0,1
10608,251362,7,1,0,0,0,0,1
10609,232750,0,0,0,0,0,0,1
10611,288610,0,0,0,0,0,0,1
10612,144305,0,0,0,0,0,0,1
10613,353779,1,0,0,0,0,0,1
10614,167571,6,3,0,0,0,0,1
10618,260672,7,1,0,0,0,0,1
10619,186200,0,0,0,0,0,0,1
10621,162925,0,0,0,0,0,0,1
10623,437563,7,0,0,0,0,0,1
10624,232750,0,0,0,0,0,0,1
10625,456188,2,0,0,0,0,0,1
10626,237403,2,0,0,0,0,0,1
10628,228087,8,0,0,0,0,0,1
10629,460843,2,0,0,0,0,0,1
10630,339814,1,0,0,0,0,0,1
10632,353779,1,0,0,0,0,0,1
10633,349124,1,0,0,0,0,0,1
10634,297918,2,0,0,0,0,0,1
10635,228095,0,0,0,0,0,0,1
10636,256017,7,1,0,0,0,0,1
10639,228087,7,1,0,0,0,0,1
10640,209467,7,1,0,0,0,0,1
10641,167580,0,0,0,0,0,0,1
10642,274642,3,0,0,0,0,0,1
10643,228086,8,1,0,0,0,0,1
10645,153615,0,0,0,0,0,0,1
10646,274645,0,0,0,0,0,0,1
10647,758756,6,1,2,0,0,0,1
10649,493427,2,1,0,0,0,0,1
10651,395671,4,0,0,0,0,0,1
10652,321193,2,0,0,0,0,0,1
10653,358435,0,0,0,0,0,0,1
10654,260623,27,17,0,13,0,0,1
10662,353776,4,0,0,0,0,0,1
10663,428259,0,1,0,0,0,0,1
10664,255960,34,18,0,13,0,0,1
10665,418946,4,0,0,0,0,0,1
10667,1038055,7,1,2,0,0,0,1
10670,148960,0,0,0,0,0,0,1
10671,139650,0,0,0,0,0,0,1
10672,744783,17,0,0,0,0,0,1
10673,148960,0,0,0,0,0,0,1
10674,321195,0,0,0,0,0,0,1
10675,1079950,7,1,2,0,0,0,1
10676,232742,8,0,0,0,0,0,1
10677,474801,9,0,0,0,0,0,1
10678,442216,9,0,0,0,0,0,1
10679,484118,2,0,0,0,0,0,1
10680,768066,6,1,2,0,0,0,1
10681,176890,0,0,0,0,0,0,1
10682,172235,0,0,0,0,0,0,1
10683,470153,2,0,0,0,0,0,1
10684,228095,0,0,0,0,0,0,1
10685,265335,0,0,0,0,0,0,1
10689,269982,7,1,0,0,0,0,1
10690,172226,6,3,0,0,0,0,1
10691,148960,0,0,0,0,0,0,1
10692,288610,0,0,0,0,0,0,1
10694,1014780,7,1,2,0,0,0,1
10695,176886,4,0,0,0,0,0,1
10696,283949,5,1,0,0,0,0,1
10698,693578,17,0,0,0,0,0,1
10699,321194,1,0,0,0,0,0,1
10701,251313,27,17,0,13,0,0,1
10702,996160,7,1,2,0,0,0,1
10703,228095,0,0,0,0,0,0,1
10704,470153,2,0,0,0,0,0,1
10708,777376,6,1,2,0,0,0,1
10709,283951,4,0,0,0,0,0,1
10710,446876,4,0,0,0,0,0,1
10712,507392,2,1,0,0,0,0,1
10713,493409,19,2,0,0,0,0,1
10714,349124,1,0,0,0,0,0,1
10716,167580,0,0,0,0,0,0,1
10717,246713,2,0,0,0,0,0,1
10718,288608,2,0,0,0,0,0,1
10721,255968,27,17,0,13,0,0,1
10722,353780,0,0,0,0,0,0,1
10723,176890,0,0,0,0,0,0,1
10724,158270,0,0,0,0,0,0,1
10725,358435,0,0,0,0,0,0,1
10726,223440,0,0,0,0,0,0,1
10727,228095,0,0,0,0,0,0,1
10728,274645,0,0,0,0,0,0,1
10729,404984,0,1,0,0,0,0,1
10730,214128,2,0,0,0,0,0,1
10731,316538,2,0,0,0,0,0,1
10733,172235,0,0,0,0,0,0,1
10734,409581,29,17,0,13,0,0,1
10735,139650,0,0,0,0,0,0,1
10736,148960,0,0,0,0,0,0,1
10738,283955,0,0,0,0,0,0,1
10739,148960,0,0,0,0,0,0,1
10741,432915,0,0,0,0,0,0,1
10742,260671,8,1,0,0,0,0,1
10743,358434,1,0,0,0,0,0,1
10745,349123,2,0,0,0,0,0,1
10746,144305,0,0,0,0,0,0,1
10747,507392,2,1,0,0,0,0,1
10748,256017,7,1,0,0,0,0,1
10749,167571,6,3,0,0,0,0,1
10750,288604,6,0,0,0,0,0,1
10752,148960,0,0,0,0,0,0,1
10753,144305,0,0,0,0,0,0,1
10754,190855,0,0,0,0,0,0,1
10756,349124,1,0,0,0,0,0,1
10758,297918,2,0,0,0,0,0,1
10759,768066,6,1,2,0,0,0,1
10760,148960,0,0,0,0,0,0,1
10761,204809,11,0,0,0,0,0,1
10762,349124,1,0,0,0,0,0,1
10763,279300,0,0,0,0,0,0,1
10764,144305,0,0,0,0,0,0,1
10765,716853,17,0,0,0,0,0,1
10766,302574,1,0,0,0,0,0,1
10767,293265,0,0,0,0,0,0,1
10768,148960,0,0,0,0,0,0,1
10769,237396,8,1,0,0,0,0,1
10770,782031,6,1,2,0,0,0,1
10771,269918,38,21,0,13,0,0,1
10772,228095,0,0,0,0,0,0,1
10773,479463,2,0,0,0,0,0,1
10774,363088,2,0,0,0,0,0,1
10775,148960,0,0,0,0,0,0,1
10776,418891,29,17,0,13,0,0,1
10777,521357,2,1,0,0,0,0,1
10778,744783,17,0,0,0,0,0,1
10779,335158,2,0,0,0,0,0,1
10780,297911,9,0,0,0,0,0,1
10781,279300,0,0,0,0,0,0,1
10782,251315,25,17,0,13,0,0,1
10783,139650,0,0,0,0,0,0,1
10784,507392,2,1,0,0,0,0,1
10785,297915,5,0,0,0,0,0,1
10786,232750,0,0,0,0,0,0,1
10787,423603,2,0,0,0,0,0,1
10788,493428,2,0,0,0,0,0,1
10794,1061330,7,1,2,0,0,0,1
10795,1052020,7,1,2,0,0,0,1
10796,251313,27,17,0,13,0,0,1
10798,279298,2,0,0,0,0,0,1
10799,311885,0,0,0,0,0,0,1
10800,228095,0,0,0,0,0,0,1
10801,777376,6,1,2,0,0,0,1
10802,148960,0,0,0,0,0,0,1
10804,279292,7,1,0,0,0,0,1
10805,288609,1,0,0,0,0,0,1
10806,367744,1,0,0,0,0,0,1
10807,349124,1,0,0,0,0,0,1
10808,507392,2,1,0,0,0,0,1
10809,446880,0,0,0,0,0,0,1
10811,432906,9,0,0,0,0,0,1
10812,288610,0,0,0,0,0,0,1
10813,353779,1,0,0,0,0,0,1
10815,172235,0,0,0,0,0,0,1
10816,460845,0,0,0,0,0,0,1
10817,260680,0,0,0,0,0,0,1
10819,358433,2,0,0,0,0,0,1
10821,237350,25,17,0,13,0,0,1
10823,256025,0,0,0,0,0,0,1
10824,414236,29,17,0,13,0,0,1
10826,339814,1,0,0,0,0,0,1
10827,158261,6,3,0,0,0,0,1
10828,265329,6,0,0,0,0,0,1
10829,265320,11,4,0,0,0,0,1
10830,148960,0,0,0,0,0,0,1
10831,228095,0,0,0,0,0,0,1
10832,512047,2,1,0,0,0,0,1
10833,493427,2,1,0,0,0,0,1
10834,428256,4,0,0,0,0,0,1
10835,181545,0,0,0,0,0,0,1
10836,456188,2,0,0,0,0,0,1
10837,339814,1,0,0,0,0,0,1
10840,242058,2,0,0,0,0,0,1
10841,139650,0,0,0,0,0,0,1
10842,1052012,14,2,2,0,0,0,1
10843,167571,6,3,0,0,0,0,1
10845,237393,11,1,0,0,0,0,1
10846,232750,0,0,0,0,0,0,1
10855,311885,0,0,0,0,0,0,1
10856,176890,0,0,0,0,0,0,1
10857,512047,2,1,0,0,0,0,1
10867,363089,1,0,0,0,0,0,1
10868,758756,6,1,2,0,0,0,1
10869,1070640,7,1,2,0,0,0,1
10870,158270,0,0,0,0,0,0,1
10879,372400,0,0,0,0,0,0,1
10880,293257,7,1,0,0,0,0,1
10881,493423,7,0,0,0,0,0,1
10882,251370,0,0,0,0,0,0,1
10883,512047,2,1,0,0,0,0,1
10885,260672,7,1,0,0,0,0,1
10886,181543,2,0,0,0,0,0,1
10889,195510,0,0,0,0,0,0,1
10891,232750,0,0,0,0,0,0,1
10892,186200,0,0,0,0,0,0,1
10893,274643,2,0,0,0,0,0,1
10894,456188,2,0,0,0,0,0,1
10895,479463,2,0,0,0,0,0,1
10896,791341,6,1,2,0,0,0,1
10897,269923,37,17,0,13,0,0,1
10898,768066,6,1,2,0,0,0,1
10899,223440,0,0,0,0,0,0,1
10901,283951,4,0,0,0,0,0,1
10903,344462,8,0,0,0,0,0,1
10905,437569,0,1,0,0,0,0,1
10907,297918,2,0,0,0,0,0,1
10908,269984,6,0,0,0,0,0,1
10909,735481,6,1,2,0,0,0,1
10911,256017,7,1,0,0,0,0,1
10913,800651,6,1,2,0,0,0,1
10914,256017,7,1,0,0,0,0,1
10916,498082,2,1,0,0,0,0,1
10917,395552,13,110,0,0,0,0,1
10920,777376,6,1,2,0,0,0,1
10923,148960,0,0,0,0,0,0,1
10924,428239,19,2,0,0,0,0,1
10925,153615,0,0,0,0,0,0,1
10927,321192,3,0,0,0,0,0,1
10928,223440,0,0,0,0,0,0,1
10929,144305,0,0,0,0,0,0,1
10930,335158,2,0,0,0,0,0,1
10931,400328,2,0,0,0,0,0,1
10932,148960,0,0,0,0,0,0,1
10933,437561,9,0,0,0,0,0,1
10934,251315,25,17,0,13,0,0,1
10935,353778,2,0,0,0,0,0,1
10937,223440,0,0,0,0,0,0,1
10938,344469,1,0,0,0,0,0,1
10939,335159,1,0,0,0,0,0,1
10940,255968,27,17,0,13,0,0,1
10941,339813,2,0,0,0,0,0,1
10944,754093,17,0,0,0,0,0,1
10945,432908,7,0,0,0,0,0,1
10947,283949,6,0,0,0,0,0,1
10948,237405,0,0,0,0,0,0,1
10949,279292,8,0,0,0,0,0,1
10950,749438,17,0,0,0,0,0,1
10951,256022,3,0,0,0,0,0,1
10953,232750,0,0,0,0,0,0,1
10954,432914,0,1,0,0,0,0,1
10955,307228,2,0,0,0,0,0,1
10956,228095,0,0,0,0,0,0,1
10959,456181,9,0,0,0,0,0,1
10960,325848,2,0,0,0,0,0,1
11048,255968,27,17,0,13,0,0,1
11068,446871,9,0,0,0,0,0,1
11069,176890,0,0,0,0,0,0,1
11070,162916,6,3,0,0,0,0,1
11090,218783,2,0,0,0,0,0,1
11091,148960,0,0,0,0,0,0,1
11092,256017,7,1,0,0,0,0,1
11093,279300,0,0,0,0,0,0,1
11094,246712,3,0,0,0,0,0,1
11096,400329,0,1,0,0,0,0,1
11097,181545,0,0,0,0,0,0,1
11098,460826,19,0,0,0,0,0,1
11101,172235,0,0,0,0,0,0,1
11102,777376,6,1,2,0,0,0,1
