# Id_interactions,B0,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,label
12017,466,0,0,15,1,0,0,21,0,0,0,16,0,0,0,7,0,0,0,11,0,0,0,0,0,0,13,1
12018,168,0,0,2,0,0,38,0,0,0,0,0,0,9,0,0,0,0,0,0,8,0,0,0,0,0,4,1
12019,458,0,0,23,1,0,0,23,0,0,0,16,0,0,0,7,0,0,0,11,0,0,0,0,0,0,13,1
12020,262,0,0,0,0,0,8,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0,4,1
12021,255,0,0,0,0,0,17,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,1,1
12022,262,0,0,0,0,0,8,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0,4,1
12023,255,0,0,0,0,0,17,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,1,1
12024,262,0,0,0,0,0,8,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0,4,1
12025,288,0,0,10,1,0,0,26,0,0,0,16,0,0,0,10,0,0,0,11,0,0,0,0,0,0,13,1
12026,255,0,0,0,0,0,15,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,1,1
12027,155,0,0,2,0,0,46,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,1,1
12028,384,0,0,22,1,0,0,23,0,0,0,16,0,0,0,7,0,0,0,11,0,0,0,0,0,0,13,1
12029,464,0,0,15,1,0,0,21,0,0,0,16,0,0,0,7,0,0,0,11,0,0,0,0,0,0,13,1
12055,56,15,0,2,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
12056,68,13,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
12057,56,17,0,4,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
12058,56,15,0,2,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
12059,56,15,0,2,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
12060,56,15,0,2,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
12061,56,17,0,4,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
12250,253,140,35,8,6,0,0,0,13,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,1
12251,299,13,2,0,56,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12252,275,140,35,8,6,0,0,0,25,2,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,1
12253,299,13,2,0,56,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12254,154,0,0,0,0,0,18,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,1
12255,299,13,2,0,56,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12256,103,2,0,2,0,0,26,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,1
12257,299,13,2,0,56,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12258,194,43,0,9,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
12320,12,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
12662,454,0,0,29,1,0,0,21,0,0,0,16,0,0,0,7,0,0,0,11,0,0,0,0,0,0,13,1
13117,253,140,35,8,6,0,0,0,13,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,1
13118,144,2,0,0,0,0,20,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,1
13120,82,2,0,0,0,0,18,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,1
13121,253,140,35,8,6,0,0,0,13,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,1
13163,6,0,0,2,0,0,0,45,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1
13166,13,0,0,0,2,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
13167,64,1,1,0,0,0,38,0,0,0,0,0,0,11,0,0,0,0,0,0,2,0,0,0,0,0,1,1
13190,2,2,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
13260,5,0,0,0,0,0,2,0,0,0,0,0,38,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1
13571,9,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
13668,281,6,0,0,55,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1
13760,165,2,0,2,0,0,28,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,1
14273,300,136,35,10,6,0,0,0,21,2,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,1
14325,154,0,0,0,0,0,18,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,1
14764,199,175,18,0,9,3,0,0,0,0,9,1,1,0,0,5,3,0,0,0,0,0,0,0,0,0,2,1
14930,260,143,35,8,6,0,0,0,20,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,1
15167,283,6,0,0,55,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1
15462,19,2,2,2,0,0,0,0,51,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,1
15560,299,13,2,0,56,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
15590,299,13,2,0,56,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
15632,144,2,0,0,0,0,20,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,1
15790,271,6,0,0,55,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1
15791,299,13,2,0,56,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
16271,13,2,0,2,2,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
16272,39,1,0,0,2,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
16306,253,140,35,8,6,0,0,0,13,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,1
16326,21,4,4,2,0,0,0,0,53,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,1
16361,97,22,14,0,5,0,0,0,56,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,2,1
16362,229,129,35,10,6,0,0,0,11,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1
16363,31,0,0,2,0,0,0,0,49,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,1
16405,80,0,0,0,0,0,16,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,1
16426,18,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,1
16427,190,2,0,0,2,0,0,0,0,0,0,0,81,0,36,0,0,0,0,0,0,0,0,0,0,0,4,1
16428,253,140,35,8,6,0,0,0,13,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,1
16470,144,2,0,0,0,0,20,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,1
16497,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
16498,144,2,0,0,0,0,20,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,1
16531,8,2,2,0,0,0,0,0,51,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,1
16532,260,143,35,8,6,0,0,0,20,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,1
16533,299,13,2,0,56,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
16716,139,73,0,9,0,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1
16717,301,126,27,6,5,0,0,0,84,0,22,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,2,1
16718,142,0,0,0,0,0,18,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,1
16800,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
16872,39,1,0,0,2,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
16873,6,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,1
16874,139,73,0,9,0,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1
16875,21,2,2,2,0,0,0,0,51,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,1
16881,142,0,0,0,0,0,18,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,1
16923,13,2,0,2,2,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
16987,20,2,2,0,0,0,0,0,57,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,1
16999,144,2,0,0,0,0,20,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,1
17002,260,143,35,8,6,0,0,0,20,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,1
17049,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
17050,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
17091,297,11,2,0,54,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
17092,144,2,0,0,0,0,20,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,1
17099,5,0,0,0,0,0,2,0,0,0,0,0,36,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1
17100,135,73,0,9,0,0,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1
17180,182,4,0,59,1,0,0,21,0,0,0,8,0,0,0,6,0,0,0,11,0,0,0,0,0,0,13,1
17313,253,140,35,8,6,0,0,0,20,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,1
17386,260,143,35,8,6,0,0,0,20,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,1
17387,260,143,35,8,6,0,0,0,20,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,1
17388,260,143,35,8,6,0,0,0,20,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,1
17429,260,143,35,8,6,0,0,0,20,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,1
17430,163,0,0,2,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,1
17498,260,143,35,8,6,0,0,0,20,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,1
17591,19,0,0,2,0,0,0,0,49,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,1
17836,260,143,35,8,6,0,0,0,20,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,1
18182,260,143,35,8,6,0,0,0,20,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,1
18183,260,143,35,8,6,0,0,0,20,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,1
19101,39,1,0,0,2,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
19102,39,1,0,0,2,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
19296,2,2,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
19297,39,1,0,0,2,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
19298,180,4,0,52,1,0,0,21,0,0,0,8,0,0,0,6,0,0,0,11,0,0,0,0,0,0,13,1
19299,31,2,2,2,0,0,0,0,52,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,1
19300,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
19301,276,125,13,6,0,0,0,0,90,0,22,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,6,1
19302,13,0,0,0,2,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
19303,142,0,0,0,0,0,18,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,1
20663,260,143,35,8,6,0,0,0,20,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,1
21286,99,22,14,0,5,0,0,0,52,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,2,1
21575,199,175,18,0,30,3,0,0,0,0,9,1,1,0,0,5,3,0,0,0,0,0,0,0,0,0,2,1
21576,142,0,0,0,0,0,18,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,1
21578,300,136,35,10,6,0,0,0,21,2,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,1
21579,260,143,35,8,6,0,0,0,20,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,1
21740,453,4,0,0,34,3,0,0,0,0,22,0,0,0,0,4,0,0,0,0,0,104,4,0,0,0,2,1
21795,180,4,0,52,1,0,0,21,0,0,0,8,0,0,0,6,0,0,0,11,0,0,0,0,0,0,13,1
21816,146,4,0,0,0,0,22,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,1
21817,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
21818,142,0,0,0,0,0,18,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,1
21819,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
21900,142,0,0,0,0,0,18,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,1
21901,39,1,0,0,2,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
21902,13,0,0,0,2,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
21923,275,140,35,8,6,0,0,0,25,2,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,1
21924,253,140,35,8,6,0,0,0,13,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,1
21945,142,0,0,0,0,0,18,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,1
21946,2,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
21957,260,143,35,8,6,0,0,0,20,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,1
21958,80,0,0,0,0,0,16,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,1
21959,109,22,14,0,5,0,0,0,52,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,2,1
21960,283,6,0,0,55,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1
21991,283,6,0,0,55,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1
21992,135,73,0,9,0,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1
21993,5,0,0,0,0,0,2,0,0,0,0,0,36,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1
21994,5,0,0,0,0,0,2,0,0,0,0,0,36,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1
21995,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
21996,80,0,0,0,0,0,16,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,1
21997,283,6,0,0,55,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1
21998,274,135,35,10,6,0,0,0,13,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,1
21999,6,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,1
22000,144,2,0,0,0,0,20,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,1
22032,283,6,0,0,55,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1
22033,166,14,0,5,0,0,42,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1
22034,142,0,0,0,0,0,18,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,1
22035,142,0,0,0,0,0,18,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,1
22036,9,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
22037,144,2,0,0,0,0,20,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,1
22038,20,2,0,2,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
22039,142,0,0,0,0,0,18,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,1
22040,253,140,35,8,6,0,0,0,20,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,1
22061,20,4,4,0,0,0,0,0,54,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,1
22062,7,2,0,2,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
22063,283,6,0,0,55,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1
22064,144,2,0,0,0,0,20,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,1
22065,301,126,27,6,5,0,0,0,94,0,22,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,2,1
22066,299,13,2,0,56,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
22074,142,0,0,0,0,0,18,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,1
22075,275,140,35,8,6,0,0,0,25,2,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,1
22253,2,2,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
22254,199,175,18,0,30,3,0,0,0,0,9,1,1,0,0,5,3,0,0,0,0,0,0,0,0,0,2,1
22255,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
22256,260,143,35,8,6,0,0,0,20,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,1
22356,39,1,0,0,2,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
22607,185,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,1,1
23207,99,22,14,0,5,0,0,0,58,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,2,1
23208,299,13,2,0,56,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
23209,303,11,0,60,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
23210,166,14,0,5,0,0,42,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1
23211,6,2,2,0,0,0,0,0,52,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,1
23329,6,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,1
23341,283,6,0,0,55,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1
23342,283,6,0,0,55,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1
23343,283,6,0,0,59,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1
23364,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
23365,53,11,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,1
23407,299,13,2,0,56,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
23408,260,143,35,8,6,0,0,0,20,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,1
23409,299,13,2,0,56,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
23410,446,0,0,28,1,0,0,21,0,0,0,16,0,0,0,7,0,0,0,11,0,0,0,0,0,0,13,1
23411,299,13,2,0,56,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
23412,299,13,2,0,56,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
23413,15,2,0,2,2,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
23414,82,2,0,0,0,0,18,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,1
23553,5,0,0,0,0,0,2,0,0,0,0,0,43,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1
23804,283,6,0,0,59,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1
26103,159,0,0,2,0,0,46,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,1,1
26157,135,73,0,9,0,0,0,0,22,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1
26827,12,2,0,2,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
26828,21,0,0,2,0,0,0,0,50,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,1
26829,199,175,18,0,30,3,0,0,0,0,9,1,1,0,0,5,3,0,0,0,0,0,0,0,0,0,2,1
26830,6,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,1
26831,453,4,0,0,23,3,0,0,0,0,9,0,0,0,0,4,0,0,0,0,0,104,4,0,0,0,2,1
26832,453,4,0,0,23,3,0,0,0,0,9,0,0,0,0,4,0,0,0,0,0,104,4,0,0,0,2,1
26833,2,2,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
26834,142,0,0,0,0,0,18,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,1
26835,445,17,0,0,74,2,0,0,8,4,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,1
26970,9,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
27068,275,140,35,8,6,0,0,0,25,2,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,1
