designation,organism_ptr_id
phi3071,5023
phi3049,5024
phi3005,5026
phi3040,5028
phi3043,5030
phi3033,5031
phi3003,5038
phi3074,5040
phi3007,5043
phi3072,5044
phi3060,5045
phi3073,5046
