5,983715900
10,983715900
21,983715900
52,983715900
122,983715900
129,983715900
260,983715900
367,983715900
408,983715900
430,983715900
446,983715900
459,983715900
474,983715900
507,983715900
615,983715900
648,983715900
707,983715900
717,983715900
836,983715900
857,983715900
866,983715900
1036,983715900
296,399984432
994,399984432
77,408675720
192,408675720
239,408675720
352,408675720
376,408675720
464,408675720
468,408675720
487,408675720
568,408675720
578,408675720
602,408675720
620,408675720
632,408675720
656,408675720
679,408675720
688,408675720
697,408675720
821,408675720
881,408675720
892,408675720
988,408675720
1014,408675720
1028,408675720
1040,408675720
12,30407153
91,30407153
104,30407153
215,30407153
231,30407153
238,30407153
256,30407153
329,30407153
490,30407153
515,30407153
529,30407153
567,30407153
577,30407153
618,30407153
630,30407153
640,30407153
678,30407153
781,30407153
833,30407153
968,30407153
1013,30407153
1019,30407153
1046,30407153
1056,30407153
1064,30407153
39,162960844
262,162960844
263,162960844
267,162960844
282,162960844
397,162960844
426,162960844
429,162960844
547,162960844
580,162960844
605,162960844
682,162960844
700,162960844
780,162960844
783,162960844
788,162960844
795,162960844
805,162960844
843,162960844
855,162960844
871,162960844
875,162960844
903,162960844
921,162960844
1027,162960844
1031,162960844
1057,162960844
1059,162960844
3,444893469
14,444893469
50,444893469
65,444893469
84,444893469
132,444893469
137,444893469
175,444893469
179,444893469
220,444893469
232,444893469
252,444893469
319,444893469
344,444893469
437,444893469
438,444893469
441,444893469
448,444893469
513,444893469
514,444893469
546,444893469
554,444893469
714,444893469
828,444893469
850,444893469
860,444893469
889,444893469
928,444893469
960,444893469
23,15671982
53,15671982
95,15671982
112,15671982
145,15671982
163,15671982
178,15671982
307,15671982
357,15671982
423,15671982
442,15671982
586,15671982
598,15671982
600,15671982
629,15671982
724,15671982
798,15671982
817,15671982
853,15671982
868,15671982
927,15671982
967,15671982
977,15671982
1003,15671982
1015,15671982
1063,15671982
73,33864539
78,33864539
243,33864539
244,33864539
245,33864539
254,33864539
258,33864539
316,33864539
365,33864539
392,33864539
450,33864539
509,33864539
530,33864539
703,33864539
739,33864539
763,33864539
807,33864539
916,33864539
952,33864539
1004,33864539
32,148238336
57,148238336
98,148238336
109,148238336
118,148238336
211,148238336
216,148238336
222,148238336
247,148238336
297,148238336
471,148238336
604,148238336
619,148238336
727,148238336
761,148238336
793,148238336
902,148238336
914,148238336
939,148238336
972,148238336
1005,148238336
13,85057978
74,85057978
144,85057978
150,85057978
157,85057978
193,85057978
196,85057978
281,85057978
325,85057978
375,85057978
412,85057978
493,85057978
496,85057978
528,85057978
537,85057978
539,85057978
681,85057978
756,85057978
895,85057978
899,85057978
908,85057978
1034,85057978
1047,85057978
35,938151182
90,938151182
92,938151182
116,938151182
165,938151182
274,938151182
277,938151182
342,938151182
346,938151182
362,938151182
363,938151182
421,938151182
447,938151182
472,938151182
495,938151182
543,938151182
715,938151182
842,938151182
897,938151182
909,938151182
941,938151182
1032,938151182
63,116515308
96,116515308
106,116515308
123,116515308
125,116515308
135,116515308
210,116515308
226,116515308
228,116515308
246,116515308
304,116515308
382,116515308
385,116515308
440,116515308
466,116515308
502,116515308
521,116515308
541,116515308
609,116515308
627,116515308
641,116515308
642,116515308
672,116515308
721,116515308
735,116515308
748,116515308
835,116515308
874,116515308
886,116515308
980,116515308
1002,116515308
1009,116515308
1037,116515308
1041,116515308
1065,116515308
11,930174200
59,930174200
141,930174200
146,930174200
166,930174200
204,930174200
269,930174200
311,930174200
343,930174200
350,930174200
368,930174200
469,930174200
560,930174200
596,930174200
644,930174200
693,930174200
704,930174200
710,930174200
810,930174200
894,930174200
900,930174200
923,930174200
959,930174200
966,930174200
34,564825954
40,564825954
67,564825954
108,564825954
126,564825954
139,564825954
147,564825954
158,564825954
234,564825954
266,564825954
270,564825954
406,564825954
479,564825954
481,564825954
510,564825954
520,564825954
